,hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code,b
3038,SDSS J114911.57-021711.5,0.246,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ePESSTO+,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aaahzpr,1225.98,g,18.7145,-19.33,34.841,12.141,22.7,-18.16,0.79,0.055,SN2021pp,,,,,0.09,177.29833333333332,-2.286488888888889,SNIa,Ia,0,56.98108143227677
3645,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abfjdev,,,,,,,,,,,SN2021pqj,,,,,0.031599,166.39786250000003,19.689519444444446,SNIIP,II,2,64.66136570492613
3667,,,"ZTF, ATLAS, AMPEL, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21abfnfdw,1391.69,g,16.7881,-19.28,23.115,8.192,14.923,-22.88,0.98,0.048,SN2021pqk,,,,,0.03676,214.81491666666668,26.30038888888889,SNIa,Ia,0,70.39544623001018
3671,2MASX J22281228-1722119,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",TCD,ATLAS; Pan-STARRS; ZTF,ZTF21abfxlvo,1396.9,r,18.1228,-19.39,25.942,13.785,12.157,-21.87,0.93,0.107,SN2021prh,,,,,0.07,337.05015,-17.36842222222222,SNIa,Ia,0,-55.58463740508997
3669,2MASX J23315023+2532400,,"ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","SCAT, ZTF",Pan-STARRS; ZTF,ZTF21abfxfqu,1384.86,r,18.1216,-19.37,21.933,7.761,14.172,-23.40,1.09,0.132,SN2021pro,,,,,0.068607,352.9591625,25.546241666666667,SNIa,Ia,0,-33.94476829703842
3673,WISEA J191611.72+450855.2,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abgcgem,1390.93,g,18.2272,-19.20,21.351,7.366,13.985,-20.58,1.02,0.251,SN2021pyz,,,,,0.061,289.0496416666666,45.14850833333333,SNIa,Ia,0,14.808051578466234
3668,,,"AMPEL, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18aaqnxjb,1393.74,r,18.5227,-18.23,22.6,13.652,8.948,-21.74,0.80,0.038,SN2021qai,,,,,0.05096,219.3273041666667,61.283677777777775,SNIa,Ia,0,51.50817693818208
9020,,,,,,,,,,,,,,,,,,SN2021qas,1.0,0.0,1.0,0.0,0.093,4.281698,21.984934,SNIa-norm,Ia,0,-40.190843269851655
3674,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","UCSC, YSE, ZTF",ATLAS; GaiaAlerts; ZTF,ZTF21abghxht,1379.83,g,18.154,-18.86,11.539,0.489,11.05,-19.52,0.22,0.424,SN2021qbc,,,,,0.046,292.510875,35.04631111111111,SNII-pec,II,2,8.02976319166919
7094,,,,,,,ZTF21abfyxpf,1391.73,g,17.438,-17.95,23.35,8.796,14.554,-20.36,1.08,0.042,SN2021qce,,,,,0.027,248.810125,58.05758333333333,SNIa-pec,Ia,0,40.585215843774066
3676,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","Global SN Project, ZTF",ATLAS; GaiaAlerts; ZTF,ZTF21abglcxm,,,,,,,,,,,SN2021qcs,,,,,0.011258,232.345125,-12.24846111111111,SNII,II,2,35.06499527912393
3672,SDSS J155654.24+171834.8,,"ALeRCE, AMPEL, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abgmyzw,1390.73,g,18.3319,-19.73,24.372,7.366,17.006,-17.72,0.36,0.112,SN2021qdk,,,,,0.088,239.22608333333332,17.309297222222224,SNIa,Ia,0,46.21862183221129
3656,,,"ZTF, Fink, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abflgpq,1390.89,r,18.3273,-18.64,19.309,10.767,8.542,-21.48,0.66,0.294,SN2021qdx,,,,,0.051,349.7830416666667,31.101322222222223,SNIa,Ia,0,-27.745133745558782
3677,,,"AMPEL, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,AMPEL; ATLAS; Pan-STARRS; ZTF,ZTF21abghumo,1414.79,r,17.8026,-19.17,64.46,26.453,38.007,-21.33,2.06,0.096,SN2021qeq,,,,,0.055,253.61156666666665,53.72399166666667,SNIIn,II,2,38.673877071795324
3684,SDSS J025753.14+420102.8,,"ALeRCE, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF21abgzpii,1391.98,r,18.2277,-19.27,>32.757,>9.01,23.747,-20.02,1.79,0.284,SN2021qfy,,,,,0.065,44.471833333333336,42.01736944444444,SNIa,Ia,0,-14.944290787656712
3685,SDSS J022823.37+230858.4,,"ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21abgzphy,,,,,,,,,,,SN2021qfz,,,,,0.029535200446844,37.09820833333333,23.14938055555556,SNIa,Ia,0,-34.536181513023195
3683,SDSS J221511.43-033928.1,,"ALeRCE, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abgzlyi,1395.92,g,17.7219,-19.60,22.142,9.6,12.542,-20.75,0.48,0.229,SN2021qgc,,,,,0.059,333.7964,-3.658411111111111,SNIa,Ia,0,-45.94896822919196
3682,SDSS J001655.93-014244.8,,"ALeRCE, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF21abgywtg,1392.95,g,18.5336,-20.05,>18.799,>10.01,8.789,-17.79,0.03,0.097,SN2021qgh,,,,,0.112,4.232870833333333,-1.7125944444444443,SNIa,Ia,0,-63.272286552193506
9025,,,,,,,,,,,,,,,,,,SN2021qgl,0.939,0.003,0.939,0.058,0.078,238.175901,23.163074,SNIa,Ia,0,49.00297500797017
3599,,,ZTF,ZTF,ZTF,ZTF,ZTF21abgxudc,1390.74,g,16.4435,-18.97,18.691,8.254,10.437,-22.32,1.02,0.111,SN2021qgs,,,,,0.0264,237.0916875,69.38585833333335,SNIa,Ia,0,40.639888949899856
3686,SDSS J142704.76+213008.8,,"ALeRCE, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",TCD,ATLAS; GaiaAlerts; ZTF,ZTF21abhaqju,1397.69,r,17.1823,-18.46,17.43,9.319,8.111,-20.05,1.09,0.098,SN2021qil,,,,,0.03,216.7693333333333,21.503230555555557,SNIa,Ia,0,67.53687533398373
3687,WISEA J124245.09+730819.3,,"ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21abgzyvg,,,,,,,,,,,SN2021qim,,,,,0.031,190.688375,73.13898055555556,SNIIn,II,2,43.97451654579853
3680,,,"ZTF, AMPEL, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","YSE, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF21abhhrpj,1390.88,r,17.9137,-17.79,33.453,8.793,24.66,-19.74,1.19,0.243,SN2021qiu,,,,,0.029169499874115,326.458675,15.183725,SNII,II,2,-28.22204855533566
3060,WISEA J125725.49+554027.5,0.095627,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aabgdda,,,,,,,,,,,SN2021qj,,,,,0.09562,194.3576625,55.673969444444445,SNIa,Ia,0,61.43371948093033
3678,,,"ZTF, Pan-STARRS, AMPEL, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20abcjdwu,1393.74,r,18.2555,-17.86,17.015,9.997,7.018,-19.69,0.41,0.04,SN2021qjv,,,,,0.03803,227.6961333333333,49.20501388888889,SNIc-BL,Ib/c,1,55.332922373205676
3693,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abhqhqb,1391.71,g,18.2674,-18.54,30.479,6.462,24.017,-19.53,0.54,0.038,SN2021qmz,,,,,0.051738,196.94972083333332,42.09682222222222,SNII,II,2,74.66274252753028
3691,SDSS J223240.01+281224.6,,"ALeRCE, Fink, ATLAS, AMPEL, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","Global SN Project, ZTF",AMPEL; ATLAS; GaiaAlerts; ZTF,ZTF21abhhbmd,1394.93,r,17.5064,-18.91,26.907,10.04,16.867,-19.38,0.87,0.138,SN2021qnv,,,,,0.042,338.16666666666674,28.2068,SNIa,Ia,0,-25.425688260708895
7096,,,,,,,ZTF21abhkeak,1393.95,r,17.9573,-19.57,31.143,15.612,15.531,-19.00,1.26,0.326,SN2021qoo,,,,,0.065,0.043125,38.40544444444444,SNIa,Ia,0,-23.37718467697781
3695,NGC 6560,0.02349,"ALeRCE, ATLAS, Pan-STARRS, Fink, GaiaAlerts, AMPEL","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abhtafw,1399.79,g,16.015,-19.15,20.324,8.328,11.996,-21.87,0.88,0.112,SN2021qqn,,,,,0.023486,271.3079583333333,46.88193055555556,SNIa,Ia,0,27.042896158606407
3694,,,"ZTF, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abhqirx,,,,,,,,,,,SN2021qqo,1.0,0.0,1.0,0.0,0.0234,186.09089166666664,9.29201111111111,SNIa,Ia,0,71.0521061612585
3596,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF, ePESSTO+",ATLAS; Pan-STARRS; ZTF,ZTF21abgjldn,1438.9,g,17.045,-19.42,18.371,3.416,14.955,-20.84,0.68,0.181,SN2021qqp,,,,,0.041,338.1684,25.576319444444444,SNIIn,II,2,-27.59489300174029
7129,,,,,,,ZTF21abtcgoh,1464.91,r,14.9859,-14.81,>72.785,>24.96,47.825,-,-,0.157,SN2021qqu,,,,,0.002,54.466375,-14.976027777777778,SNII,II,2,-49.52508629115908
3697,LEDA  978545,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",,ATLAS; Pan-STARRS; ZTF,ZTF21abhthvj,1396.94,g,18.2499,-19.28,21.102,9.586,11.516,-21.33,0.67,0.116,SN2021qta,,,,,0.0689,323.0514291666667,-10.410538888888889,SNIa,Ia,0,-40.33800846269858
3696,SDSS J174158.31+470616.4,,"ALeRCE, Fink, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abhtaiv,1396.8,g,18.4378,-19.37,21.324,8.855,12.469,-20.58,0.91,0.053,SN2021qtc,,,,,0.081,265.4929875,47.10449722222222,SNIa,Ia,0,30.98860338781893
3689,SDSS J232345.41+254858.4,,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","TCD, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abhrmrv,1400.95,r,17.5877,-18.77,24.293,10.421,13.872,-18.31,0.97,0.193,SN2021qtg,,,,,0.04,350.93975,25.81661111111111,SNIa,Ia,0,-33.00181456427884
3681,SDSS J234131.75+140727.0,0.0630438,"ALeRCE, AMPEL",ZTF,Global SN Project,AMPEL; ZTF,ZTF21abfxibf,,,,,,,,,,,SN2021qtn,,,,,0.063044,355.3823458333334,14.124147222222224,SNIa,Ia,0,-45.395393869659664
9037,,,,,,,,,,,,,,,,,,SN2021qua,1.0,0.0,1.0,0.0,0.08,321.747779,10.128642,SNIa-91T-like,Ia,0,-28.024020544650018
3675,,,"ZTF, ATLAS, Pan-STARRS, AMPEL, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abhibro,1446.86,r,17.3197,-19.74,>153.859,50.109,>103.75,-18.84,0.51,0.105,SN2021qug,,,,,0.057,330.6352083333333,-16.760119444444445,SNIIn,II,2,-49.68930586736212
3688,,,ZTF,ZTF,ZTF,ZTF,ZTF21abhqqwq,,,,,,,,,,,SN2021qus,,,,,0.077,196.2683583333333,60.77193055555556,SNIa,Ia,0,56.276885388973035
3069,VCC 1206,0.024514,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF21aabyifm,,,,,,,,,,,SN2021qv,,,,,0.024,187.4122333333333,9.497363888888888,SNIb/c,Ib/c,1,71.63405328067387
3704,WISEA J195633.61-112803.4,0.062043,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abhwnvw,1400.92,r,18.3927,-19.09,23.343,10.945,12.398,-22.32,1.22,0.386,SN2021qvb,,,,,0.062043,299.1385875,-11.467222222222222,SNIa,Ia,0,-19.581752396677107
3692,WISEA J210327.06-151936.2,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abhvquj,1402.91,r,18.3909,-19.65,19.081,7.983,11.098,-20.91,0.40,0.129,SN2021qvc,,,,,0.088,315.86335,-15.326202777777777,SNIa,Ia,0,-36.019142283148945
3702,MCG +06-30-030,0.034551,"ALeRCE, AMPEL, YSE, ATLAS, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abhuqpe,1402.73,r,17.1324,-18.76,20.417,10.419,9.998,-22.21,1.14,0.029,SN2021qve,,,,,0.034551,203.27633333333333,32.591838888888894,SNIa,Ia,0,79.45086770257097
7097,,,,,,,ZTF21abhshmt,1403.7,r,17.2902,-19.62,22.192,10.028,12.164,-17.50,0.65,0.022,SN2021qvg,,,,,0.055,200.08808333333332,48.72436111111112,SNIa-91T,Ia,0,67.68874224275639
9039,,,,,,,,,,,,,,,,,,SN2021qvo,0.981,0.0,0.981,0.019,0.093,332.050333,7.116883,SNIa-norm,Ia,0,-37.729923703681564
9040,,,,,,,,,,,,,,,,,,SN2021qvr,0.764,0.003,0.233,0.764,0.022,352.111049,22.419995,SNII,II,2,-36.544729308861754
7135,,,,,,,ZTF21abubpng,1455.79,r,18.53,-16.80,25.742,11.951,13.791,-21.44,0.97,0.161,SN2021qvw,,,,,0.02536,349.1595,15.894416666666666,SNII,II,2,-41.21560217142679
3703,,,"ANTARES, AMPEL, Pan-STARRS","ZTF, Pan-STARRS",YSE,ANTARES; Pan-STARRS; ZTF,ZTF21abdxhgv,1397.85,r,18.9854,-18.50,30.052,17.618,12.434,-15.30,1.03,0.07,SN2021qwm,,,,,0.07,229.6072166666667,28.434491666666663,SNIb/c,Ib/c,1,57.5879825136071
3698,,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abhtkiy,1400.9,g,17.917,-19.83,25.308,11.763,13.545,-19.24,0.21,0.119,SN2021qxe,,,,,0.076,329.69853333333333,-17.318822222222224,SNIa,Ia,0,-49.068853359033426
7098,,,,,,,ZTF21abhyukx,1403.73,r,18.9123,-19.13,24.916,12.582,12.334,-18.66,0.14,0.117,SN2021qxq,,,,,0.0886,239.58266666666668,27.376083333333334,SNIa,Ia,0,48.71657528751143
9049,,,,,,,,,,,,,,,,,,SN2021qxr,0.982,0.013,0.982,0.005,0.018,187.054862,10.295647,SNIa-norm,Ia,0,72.30065980639874
3711,,,"ZTF, YSE, Fink, GaiaAlerts, ATLAS","ZTF, Pan-STARRS, GaiaAlerts, ATLAS",YSE,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abiacmi,1401.96,r,17.4603,-18.77,23.061,8.273,14.788,-21.69,1.39,0.181,SN2021qxu,,,,,0.038,7.872375000000002,17.38333888888889,SNIa,Ia,0,-45.22623319176687
3070,,,"ALeRCE, ATLAS, GaiaAlerts, Fink","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aabyqps,,,,,,,,,,,SN2021qy,,,,,0.07,188.66029166666667,-24.968638888888886,SNIa,Ia,0,37.74600507850134
3710,WISEA J154857.08+065033.0,0.051118,"ALeRCE, ATLAS","ZTF, ATLAS",Global SN Project,ATLAS; ZTF,ZTF21abhzboh,1401.81,r,18.3205,-18.49,18.139,11.054,7.085,-21.92,1.23,0.094,SN2021qyc,,,,,0.051097,237.23742083333332,6.842672222222222,SNIa,Ia,0,43.30708398013852
3708,WISEA J152837.93+505026.8,0.049341,"ALeRCE, ATLAS, Fink, AMPEL, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","None, ZTF",AMPEL; ATLAS; GaiaAlerts; ZTF,ZTF21abhyqlv,1401.8,r,18.1531,-18.54,45.771,12.855,32.916,-22.28,0.91,0.048,SN2021qye,,,,,0.049341,232.15979166666668,50.84211111111112,SNII,II,2,52.04215592708864
3705,WISEA J134122.10+015905.5,0.080208,"ALeRCE, ATLAS","ZTF, ATLAS",Global SN Project,ATLAS; ZTF,ZTF21abhymom,,,,,,,,,,,SN2021qyf,,,,,0.08,205.34223333333333,1.9846416666666664,SNIa,Ia,0,62.155679545270644
3706,SDSS J142335.91+140711.4,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",Global SN Project,ATLAS; Pan-STARRS; ZTF,ZTF21abhuoyz,1394.8,r,18.6105,-19.35,23.568,8.776,14.792,-21.10,0.68,0.059,SN2021qyh,,,,,0.0875,215.89986666666667,14.119763888888889,SNIa,Ia,0,64.88889549217886
3715,,,ZTF,ZTF,"Global SN Project, ZTF",ZTF,ZTF20aarenrz,,,,,,,,,,,SN2021qyy,,,,,0.009,176.1236,69.72928888888889,SNII,II,2,46.304732665090995
3716,,,"ZTF, ATLAS, YSE, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abiblpl,1397.92,g,18.2533,-17.31,32.987,6.993,25.994,-21.91,0.93,0.165,SN2021qzi,,,,,0.027365,311.3077875,-5.619438888888889,SNII,II,2,-27.81204207615242
3713,,,ZTF,ZTF,ZTF,ZTF,ZTF21abiatkr,,,,,,,,,,,SN2021qzm,,,,,0.02059,53.59385,39.36408055555556,SNIa,Ia,0,-13.425460398611513
3714,,,"ZTF, ATLAS, AMPEL","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abhzicj,1404.72,r,17.6391,-18.55,24.658,9.617,15.041,-18.65,0.39,0.034,SN2021qzn,,,,,0.03946,220.5609458333333,61.95567222222223,SNIa,Ia,0,50.61647396154919
9051,,,,,,,,,,,,,,,,,,SN2021qzp,0.964,0.006,0.03,0.964,0.025,11.8985,-20.427819,SNIc-BL,Ib/c,1,-83.24220731082615
3724,,,"AMPEL, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abhqqfa,1401.83,r,18.2962,-17.33,20.478,10.517,9.961,-20.96,0.80,0.16,SN2021ras,,,,,0.029,264.716375,26.37896111111111,SNIIn,II,2,26.79980077681238
3712,,,"ZTF, ATLAS, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS",UCSC,ATLAS; Pan-STARRS; ZTF,ZTF21abiewrh,,,,,,,,,,,SN2021raw,,,,,0.08,357.1665083333333,-19.791108333333334,SNIa,Ia,0,-73.86240856158891
3726,,,"ZTF, ATLAS","ZTF, ATLAS",,ATLAS; ZTF,ZTF21abidtrd,1407.82,r,17.7843,-19.17,29.306,11.29,18.016,-21.74,0.96,0.428,SN2021rax,,,,,0.048,283.24971666666664,28.959611111111112,SNIa,Ia,0,12.44371710461507
7100,,,,,,,ZTF21abienbe,1403.85,r,17.4131,-18.41,24.234,9.2,15.034,-22.06,1.13,0.401,SN2021rbl,,,,,0.029,317.7103333333334,5.071194444444444,SNIa-91T,Ia,0,-27.793090240166325
3707,SDSS J141036.05+431032.5,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abiawpf,1405.72,g,17.9552,-19.59,22.368,9.018,13.35,-19.70,0.47,0.022,SN2021rce,,,,,0.073,212.6486,43.17570555555555,SNIa,Ia,0,67.32472825808169
3734,,,"ZTF, ATLAS, AMPEL","ZTF, ATLAS",ZTF,AMPEL; ATLAS; ZTF,ZTF21abidikc,1408.7,g,17.2027,-19.00,20.099,9.127,10.972,-20.87,0.60,0.041,SN2021rcp,,,,,0.03921,208.8814,59.05814444444445,SNIa,Ia,0,56.19344384557063
3728,,,"ANTARES, ATLAS","ZTF, ATLAS",SGLF,ANTARES; ATLAS; ZTF,ZTF21abhtlrj,1399.81,g,18.9061,-19.73,23.512,11.511,12.001,-16.49,0.72,0.163,SN2021rde,,,,,0.111,287.5996125,77.80709444444445,SNIa,Ia,0,25.478009510539025
3733,SDSS J142101.87+480225.4,0.0691401,"ALeRCE, AMPEL, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abifxhe,1406.7,g,18.4799,-19.18,20.181,9.381,10.8,-21.92,0.98,0.07,SN2021rdp,,,,,0.075,215.2599375,48.04058888888888,SNIa,Ia,0,62.77626887827348
3732,WISEA J124046.78+421811.3,0.073462,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abifutc,,,,,,,,,,,SN2021rdq,,,,,0.072,190.19495416666663,42.30285277777777,SNIa,Ia,0,74.67040293802462
3731,SDSS J142109.41+022525.1,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abifrsi,,,,,,,,,,,SN2021rdt,,,,,0.064,215.28930416666665,2.423725,SNIa,Ia,0,57.26764760934261
3055,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF21aabqtsd,,,,,,,,,,,SN2021re,,,,,0.029837,350.580625,50.1574,SNIb/c,Ib/c,1,-10.225632259974407
3701,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abiacoi,1407.92,r,18.617,-18.65,30.953,13.754,17.199,-19.62,0.74,0.177,SN2021res,,,,,0.061,353.84234999999995,25.41718333333333,SNIa,Ia,0,-34.35087299735176
3718,,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abicabp,1401.94,r,18.8507,-18.93,20.524,8.751,11.773,-21.07,0.92,0.109,SN2021ret,,,,,0.079,2.0573041666666665,32.09144166666667,SNIa,Ia,0,-29.8933308426444
3012,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaabrpu,,,,,,,,,,,SN2021rf,,,,,0.027172,144.353725,42.97451944444445,SNIIb,Ib/c,1,47.92416286115619
3722,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","None, ZTF",ATLAS; GaiaAlerts; ZTF,ZTF21abimeun,1401.93,r,18.4408,-16.64,>16.865,7.865,>9,-21.59,0.80,0.696,SN2021rfs,,,,,0.018446,332.91070833333333,46.30785,SNIb,Ib/c,1,-8.140692759967948
3729,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abieuta,1406.96,r,18.3503,-16.93,25.964,11.784,14.18,-21.05,0.80,0.245,SN2021rfv,,,,,0.024,348.99636250000003,27.454175,SNIb,Ib/c,1,-30.798367672029233
3737,WISEA J203545.88-251731.1,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF21abimnii,1412.88,r,17.2627,-17.17,33.508,13.833,19.675,-17.31,1.11,0.132,SN2021rgi,,,,,0.017,308.9410916666667,-25.29116944444445,SNIb,Ib/c,1,-33.269898920289926
3736,2MASX J18370413+3349141,,"ALeRCE, GaiaAlerts, Pan-STARRS","ZTF, GaiaAlerts, Pan-STARRS",ZTF,GaiaAlerts; Pan-STARRS; ZTF,ZTF21abilrxd,1403.84,r,16.5419,-17.92,24.967,4.995,19.972,-19.50,0.92,0.165,SN2021rgm,,,,,0.017,279.2669583333333,33.820550000000004,SNIa,Ia,0,17.465287502548918
9062,,,,,,,,,,,,,,,,,,SN2021rgs,0.848,0.007,0.848,0.145,0.079,184.912354,11.997633,SNIa-norm,Ia,0,73.13137217335829
3735,,,"AMPEL, ATLAS, GaiaAlerts, ZTF","ZTF, ATLAS, GaiaAlerts",YSE,ATLAS; GaiaAlerts; ZTF,ZTF18abavruc,1406.71,g,16.5637,-19.03,19.67,7.611,12.059,-20.21,1.01,0.148,SN2021rgw,,,,,0.028,246.67879166666668,13.113880555555555,SNIa,Ia,0,37.96246901203324
3738,,,"AMPEL, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","UCSC, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abioeyq,1401.73,g,17.4797,-17.55,>23.014,5.004,>18.01,-19.03,0.55,0.068,SN2021rhk,,,,,0.022596,210.76,8.765669444444445,SNII,II,2,65.02637866793684
3741,NGC 7814,0.003502,"ALeRCE, ATLAS, YSE, Pan-STARRS, AMPEL","ZTF, ATLAS, Pan-STARRS","ALeRCE, ZTF",AMPEL; ATLAS; Pan-STARRS; YSE; ZTF,ZTF21abiuvdk,1411.91,g,12.4256,-18.61,19.09,8.047,11.043,-,-,0.122,SN2021rhu,,,,,0.003506,0.8142875,16.14570833333333,SNIa,Ia,0,-45.17495288350239
3725,,,"ZTF, ATLAS, Fink, AMPEL, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","SGLF, ZTF",AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abidrcn,1405.8,g,18.1298,-19.14,23.687,7.518,16.169,-17.73,0.12,0.218,SN2021rjj,,,,,0.058,259.41020833333334,15.316988888888888,SNIIb,Ib/c,1,27.5182635853987
3746,,,"ANTARES, Fink",ZTF,SGLF,ANTARES; ZTF,ZTF21abimejj,1404.86,g,18.8037,-19.54,28.089,8.216,19.873,-15.10,-0.04,0.408,SN2021rkk,,,,,0.085,297.4928375,55.926988888888886,SNIa,Ia,0,14.580266737239988
3749,WISEA J002248.26+333042.9,,"ALeRCE, Pan-STARRS, AMPEL, ATLAS, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abjaksr,1409.93,g,18.8359,-19.63,25.431,10.434,14.997,-18.80,0.41,0.139,SN2021rkp,,,,,0.104,5.700958333333333,33.51228888888889,SNIa,Ia,0,-28.979921024022026
