,hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code,b
3748,WISEA J221155.06+173407.7,0.094703,"ALeRCE, AMPEL, ATLAS","ZTF, ATLAS",ZTF,AMPEL; ATLAS; ZTF,ZTF21abizxkw,1408.88,g,18.8168,-19.33,25.085,9.64,15.445,-22.42,1.07,0.121,SN2021rkv,,,,,0.091,332.97917083333334,17.56895,SNIa,Ia,0,-30.89501005717643
3747,WISEA J234927.68+142743.5,0.057476,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",,ATLAS; Pan-STARRS; ZTF,ZTF21abizpri,1406.96,r,18.4627,-18.64,27.298,9.606,17.692,-20.64,0.75,0.111,SN2021rky,,,,,0.058,357.3651708333333,14.462080555555556,SNIa,Ia,0,-45.773671371721825
3742,,,"ALeRCE, ATLAS, AMPEL, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abiwpjm,,,,,,,,,,,SN2021rll,,,,,0.103,206.34154166666667,26.75018055555556,SNIIn,II,2,77.98071336698845
3063,WISEA J081000.46+350537.8,0.080178,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aabvqlo,1248.74,r,18.7397,-19.09,35.669,21.783,13.886,-21.95,0.86,0.134,SN2021rx,,,,,0.080178,122.50440833333332,35.09495833333334,SNIa,Ia,0,30.4622202830136
3752,,,"AMPEL, ATLAS, YSE, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS","UCSC, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF21abjbnhh,1415.69,r,16.2149,-18.97,26.734,10.31,16.424,-20.87,0.53,0.4,SN2021ryz,,,,,0.021612,228.00490416666665,-3.222258333333333,SNIa,Ia,0,44.5037872186128
3740,,,"ALeRCE, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS",UCSC,ATLAS; Pan-STARRS; ZTF,ZTF21abjhxqg,1418.88,r,18.8266,-19.57,25.202,16.547,8.655,-15.36,0.07,0.226,SN2021sbc,,,,,0.1,317.7719833333333,13.078744444444444,SNIa,Ia,0,-23.139108778100134
3754,WISEA J154558.81+540946.3,0.066872,"ALeRCE, AMPEL, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,AMPEL; ATLAS; GaiaAlerts; ZTF,ZTF21abjciip,1411.72,r,18.3373,-19.08,24.397,8.382,16.015,-20.81,0.84,0.029,SN2021sbs,,,,,0.069,236.49416666666664,54.161588888888886,SNIa,Ia,0,48.31338281762935
3753,SDSS J134259.62+452432.4,0.03272799,"ALeRCE, Fink, GaiaAlerts","ZTF, GaiaAlerts",ZTF,Fink; GaiaAlerts; ZTF,ZTF21abjbrrj,1411.72,r,17.2946,-18.51,>17.901,9.921,>7.98,-19.88,0.49,0.057,SN2021sbu,,,,,0.032728,205.7482083333333,45.40936111111111,SNIa,Ia,0,69.0330620152654
3751,WISEA J130554.60+020828.3,0.069122,"ALeRCE, ATLAS","ZTF, ATLAS",Global SN Project,ATLAS; ZTF,ZTF21abjbjba,,,,,,,,,,,SN2021sbv,,,,,0.069122,196.477625,2.1413333333333333,SNIa,Ia,0,64.77370544600544
7099,,,,,,,ZTF21abibhpm,1403.82,r,18.925,-19.12,34.658,13.986,20.672,-14.98,0.05,0.258,SN2021scb,,,,,0.0842,273.2516666666666,21.041083333333336,SNIa-pec,Ia,0,17.598967974680857
3745,,,"AMPEL, Pan-STARRS, Fink","ZTF, Pan-STARRS",ZTF,AMPEL; Pan-STARRS; ZTF,ZTF21abiyyob,1408.82,r,18.0502,-18.75,18.246,6.567,11.679,-20.29,0.84,0.421,SN2021sck,,,,,0.045,301.20640416666663,-17.52175833333333,SNIa,Ia,0,-23.855149784150576
3679,,,ZTF,ZTF,ZTF,ZTF,ZTF21abizmnw,,,,,,,,,,,SN2021sco,,,,,0.054,325.0485458333334,-15.978402777777776,SNIa,Ia,0,-44.437171415424245
3739,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF21abisowq,1409.78,r,18.4717,-18.81,25.741,10.604,15.137,-17.89,0.74,0.154,SN2021scx,,,,,0.062,260.45691666666664,24.952380555555557,SNIa,Ia,0,29.99262160688901
3766,SDSS J223940.61-012436.5,,"ALeRCE, ATLAS, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF21abjrwhq,1412.94,r,18.1648,-18.94,20.502,10.638,9.864,-22.59,1.16,0.138,SN2021sdv,,,,,0.05747,339.91919583333333,-1.4100444444444444,SNIa,Ia,0,-49.27994400070609
3765,WISEA J204342.03+051913.7,,"ALeRCE, AMPEL, Pan-STARRS, Fink","ZTF, Pan-STARRS",ZTF,Fink; Pan-STARRS; ZTF,ZTF21abjrptn,1415.92,g,17.6456,-19.34,22.419,9.998,12.421,-19.89,0.71,0.253,SN2021sdz,,,,,0.05,310.9254333333333,5.320763888888889,SNIa,Ia,0,-22.00207222170823
3743,,,"ALeRCE, ATLAS, AMPEL, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abjpphz,1415.69,r,18.6427,-19.43,25.064,13.032,12.032,-22.52,1.03,0.177,SN2021seh,,,,,0.088,245.0172916666667,5.048388888888889,SNIa,Ia,0,35.732711550282254
3764,WISEA J172241.53+631111.2,0.080632,"ALeRCE, AMPEL, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abjdqbo,1410.85,g,18.6783,-19.00,23.905,9.263,14.642,-20.99,1.20,0.084,SN2021ses,,,,,0.075,260.67340416666667,63.18633055555555,SNIa,Ia,0,33.95593752835475
3760,SDSS J163544.59+135624.2,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21abjdiok,1418.71,r,18.1449,-19.56,22.627,13.499,9.128,-19.76,0.49,0.189,SN2021set,,,,,0.074,248.93600416666663,13.93975,SNIa,Ia,0,36.29256184724376
3762,WISEA J132834.94+320904.3,,"ALeRCE, AMPEL, YSE, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts","UCSC, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abjbukd,,,,,,,,,,,SN2021sev,0.761,0.761,0.202,0.037,0.0511,202.145625,32.15121111111111,SNII,II,2,80.49973056086115
3758,,,"ZTF, AMPEL, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","None, ZTF",ATLAS; Fink; Pan-STARRS; ZTF,ZTF21abjeyoh,1414.76,g,17.6752,-19.51,24.396,9.365,15.031,-,-,0.081,SN2021sfh,,,,,0.06,225.9406291666667,76.78836944444444,SNIa,Ia,0,37.904570701675134
3756,,,"ZTF, ATLAS, AMPEL","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abjtncs,,,,,,,,,,,SN2021sfj,,,,,0.051,207.33076666666668,-10.28785,SNIa,Ia,0,50.037161745923925
3768,,,"ZTF, ATLAS, GaiaAlerts, Fink","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; Fink; GaiaAlerts; ZTF,ZTF21abjvtxq,1410.93,r,18.6509,-19.50,21.444,8.944,12.5,-21.60,0.99,0.868,SN2021shl,,,,,0.07,329.82754166666666,44.12785,SNIa,Ia,0,-8.596696669005992
3769,SDSS J003933.40+121445.3,,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abjvwdj,1408.95,r,18.332,-18.11,28.84,7.833,21.007,-21.66,0.81,0.301,SN2021sic,,,,,0.04,9.889291666666669,12.244880555555556,SNII,II,2,-50.521457535329496
3763,WISEA J174122.05+382538.7,,"ALeRCE, ATLAS, AMPEL, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abjtqyq,1415.78,g,18.2671,-20.05,29.347,10.412,18.935,-19.09,0.47,0.142,SN2021sis,,,,,0.097,265.34291666666667,38.42743888888889,SNIa,Ia,0,29.554592134796813
9090,,,,,,,,,,,,,,,,,,SN2021sje,0.938,0.038,0.938,0.024,0.035,234.758362,7.730531,SNIb,Ib/c,1,45.869504897279924
3773,,,"ZTF, ATLAS, AMPEL","ZTF, ATLAS","UCSC, ZTF",AMPEL; ATLAS; ZTF,ZTF21abjyiiw,,,,,,,,,,,SN2021sjt,,,,,0.00475,309.3300083333333,66.10641666666666,SNIIb,Ib/c,1,14.846257310761564
3721,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abicgai,,,,,,,,,,,SN2021sju,,,,,0.057,16.231516666666668,13.092336111111113,SNIa,Ia,0,-49.646425600251476
3755,,,"ZTF, Pan-STARRS, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS","ePESSTO+, ZTF",ATLAS; Pan-STARRS; YSE; ZTF,ZTF21abjcliz,,,,,,,,,,,SN2021skm,0.57,0.57,0.017,0.413,0.0314729996,244.23350833333333,21.80998333333333,SNII,II,2,43.25178435581166
3761,,,"ALeRCE, ATLAS, AMPEL, GaiaAlerts, Fink","ZTF, ATLAS, GaiaAlerts",ZTF,AMPEL; ATLAS; Fink; GaiaAlerts; ZTF,ZTF21abjxbxn,,,,,,,,,,,SN2021slh,,,,,0.085,216.562125,-1.9665694444444444,SNIa,Ia,0,53.014194215508915
3770,2MASX J13324297+3226345,0.034457,"ALeRCE, ATLAS, Fink, ZTF, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","Global SN Project, ZTF",ATLAS; Fink; GaiaAlerts; ZTF,ZTF18aahkoqq,,,,,,,,,,,SN2021slw,,,,,0.034457,203.17883333333333,32.44311111111111,SNIa,Ia,0,79.59370473655625
9099,,,,,,,,,,,,,,,,,,SN2021smj,0.982,0.0,0.982,0.018,0.019,186.69398,8.882682,SNIa-norm,Ia,0,70.84549796514885
3781,,,"ZTF, ATLAS, GaiaAlerts, Fink","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; Fink; GaiaAlerts; ZTF,ZTF21abkdpnw,1423.84,g,15.9067,-17.93,25.969,12.033,13.936,-16.88,0.49,0.228,SN2021soe,,,,,0.012,286.25083333333333,34.3923,SNIa,Ia,0,12.363947884854896
3759,,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF21abjvwcd,1415.91,r,18.815,-19.28,26.929,12.929,14,-21.04,0.66,0.145,SN2021spc,,,,,0.09,16.561133333333334,40.82283611111112,SNIa,Ia,0,-21.962082021773124
3782,WISEA J225810.41-103134.5,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21abkezqs,1411.9,g,18.6961,-19.50,20.67,9.228,11.442,-19.12,0.51,0.12,SN2021spq,,,,,0.093,344.54330416666664,-10.526152777777778,SNIa,Ia,0,-58.60665866168968
3771,,,"ZTF, ATLAS, GaiaAlerts, Fink, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; Fink; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abkavmp,1414.75,g,17.5882,-18.59,19.069,5.831,13.238,-22.26,0.81,0.142,SN2021sqe,,,,,0.0366729982,235.8635833333333,7.906838888888889,SNIa,Ia,0,45.023062858697216
3717,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",FLEET,ATLAS; Pan-STARRS; ZTF,ZTF21abjhiqp,1416.94,r,18.7245,-18.79,64.324,14.358,49.966,-18.47,0.41,0.145,SN2021srg,,,,,0.069,349.5719125,14.834702777777778,SNIIn,II,2,-42.33689449089601
7101,,,,,,,ZTF21abkintm,1412.87,r,18.2854,-19.39,20.636,5.551,15.085,-21.48,0.73,0.161,SN2021sry,,,,,0.074,245.9823333333333,2.9659166666666668,SNIa,Ia,0,33.845886583933115
3767,SDSS J234745.05-082316.5,,"ALeRCE, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,AMPEL; ATLAS; Pan-STARRS; ZTF,ZTF21abklnfg,1417.94,r,18.5139,-19.28,27.375,11.744,15.631,-22.09,0.89,0.089,SN2021stz,,,,,0.08,356.93935000000005,-8.386011111111111,SNIa,Ia,0,-65.95182444790603
3778,NGC  7745,0.059018,"ALeRCE, ATLAS, GaiaAlerts, Fink, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; Fink; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abkkwie,1414.9,g,18.4168,-18.77,16.132,6.791,9.341,-23.53,1.15,0.173,SN2021sub,,,,,0.05728,356.192625,25.908638888888888,SNIa,Ia,0,-34.58783596563274
9107,,,,,,,,,,,,,,,,,,SN2021sun,1.0,0.0,1.0,0.0,0.071,22.97566,-13.421816,SNIa-norm,Ia,0,-73.3482816149383
3780,,,"AMPEL, ATLAS, YSE, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",UCSC,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; YSE; ZTF,ZTF21abkaoxe,1414.76,g,17.932,-19.02,18.217,7.25,10.967,-23.10,1.12,0.073,SN2021sve,,,,,0.0543,249.66854166666664,32.54848888888889,SNIa,Ia,0,40.99625983440962
3787,SDSS J230236.58+145153.7,,"ALeRCE, AMPEL, Fink, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",Global SN Project,AMPEL; ATLAS; Fink; GaiaAlerts; ZTF,ZTF21abkqkon,1414.92,g,18.7009,-19.55,28.233,7.285,20.948,-20.29,0.53,0.255,SN2021swl,,,,,0.0885,345.65220833333336,14.864888888888888,SNIa,Ia,0,-40.394788445164494
3777,WISEA J220630.62+094318.8,,"ALeRCE, AMPEL, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,AMPEL; ATLAS; Pan-STARRS; ZTF,ZTF21abkkuja,1415.9,r,18.4843,-18.51,19.426,8.826,10.6,-22.00,1.14,0.157,SN2021swy,,,,,0.054164,331.6271041666667,9.72292777777778,SNIa,Ia,0,-35.63973284949904
3779,SDSS J171010.77+571743.6,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abfeyey,1414.76,g,18.5231,-19.50,22.01,6.984,15.026,-20.53,1.01,0.06,SN2021sxf,,,,,0.089,257.5448625,57.295452777777776,SNIa,Ia,0,36.10797921216302
7104,,,,,,,ZTF21abmpnui,1416.91,r,18.972,-17.49,26.473,5.015,21.458,-19.84,0.72,0.167,SN2021szm,,,,,0.0425,315.5516666666667,-20.642777777777777,SNIa,Ia,0,-37.632547535879475
3788,MRK 0667,0.016504,ALeRCE,ZTF,ZTF,ALeRCE,ZTF21abjwtrk,,,,,,,,,,,SN2021tbx,,,,,0.016503516584635,211.21886666666663,21.633775,SNIIb,Ib/c,1,72.419898275031
3790,,,"ALeRCE, AMPEL, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ALeRCE; AMPEL; ATLAS; GaiaAlerts; Pan-STARRS,ZTF21abkzgae,1423.73,g,17.9897,-19.49,25.108,10.925,14.183,-21.02,0.88,0.041,SN2021tey,,,,,0.070063,237.5103333333333,38.41408055555556,SNIa,Ia,0,51.20676816614093
3793,,,"AMPEL, ATLAS, Fink","ZTF, ATLAS",ePESSTO+,AMPEL; ATLAS; Fink,ZTF21abljmmv,1424.82,r,17.5512,-19.37,25.361,11.756,13.605,-21.62,1.31,0.289,SN2021tgb,,,,,0.05,297.505525,-20.16466944444444,SNIa,Ia,0,-21.61846638882392
7102,,,,,,,ZTF21abklcjq,1423.74,r,18.5343,-16.70,24.742,8.741,16.001,-20.45,0.83,0.073,SN2021tgf,,,,,0.02508,257.4697083333333,41.22211111111111,SNIc,Ib/c,1,35.98060222527134
3799,,,"AMPEL, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,AMPEL; ATLAS; Fink; GaiaAlerts,ZTF21ablwfcp,1424.88,r,17.3979,-18.85,24.958,10.951,14.007,-16.44,-0.13,0.421,SN2021thm,,,,,0.035,354.927875,42.17878055555556,SNIa,Ia,0,-18.742967465810526
3801,CGCG 466-005,0.021268,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF21ablxfwc,,,,,,,,,,,SN2021thu,,,,,0.0212680008,60.181670833333335,21.054583333333333,SNIa,Ia,0,-23.528674512083256
3800,,,"ANTARES, ATLAS","ZTF, ATLAS","YSE, ZTF",ANTARES; ATLAS,ZTF21abjvukz,,,,,,,,,,,SN2021tie,,,,,0.103,20.4507,75.28411944444444,SNIIn,II,2,12.52864163626419
3791,SDSS J151604.07+195134.5,0.0492901,"SGLF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; SGLF,ZTF21ablqsnv,1423.73,g,17.7785,-19.01,22.655,9.833,12.822,-21.54,1.05,0.111,SN2021tif,,,,,0.04929,229.0189333333333,19.86038611111111,SNIa,Ia,0,56.17384943888072
3798,MCG -02-57-024,0.02388,"ALeRCE, ATLAS, Pan-STARRS, AMPEL, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","None, ZTF",ALeRCE; AMPEL; ATLAS; GaiaAlerts; Pan-STARRS,ZTF21ablvzhp,1440.88,r,17.131,-18.08,88.267,31.16,57.107,-20.32,0.60,0.171,SN2021tiq,,,,,0.02388,339.228,-12.561661111111112,SNII,II,2,-55.331120585988444
3797,SDSS J215038.02-083717.5,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+, ZTF",ALeRCE; ATLAS; Pan-STARRS,ZTF21ablvtrn,1426.86,g,18.7391,-19.38,24.753,15.046,9.707,-19.28,1.50,0.117,SN2021tis,,,,,0.09,327.6583125,-8.621530555555555,SNIa,Ia,0,-43.5013855522959
3795,2MASX J17001777+2305242,0.058086,"ALeRCE, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+, ZTF",ALeRCE; AMPEL; ATLAS; Pan-STARRS,ZTF21ablrhtk,1419.73,g,18.1926,-19.06,20.447,5.433,15.014,-20.43,1.09,0.199,SN2021tix,,,,,0.058086,255.073425,23.090369444444445,SNIa,Ia,0,34.08886883930067
3789,SDSS J002054.39+364710.3,,"ALeRCE, Pan-STARRS, AMPEL, ATLAS, Fink, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",ZTF,ALeRCE; AMPEL; ATLAS; Fink; GaiaAlerts; Pan-STARRS,ZTF21ablducj,1422.93,r,18.2112,-18.71,23.178,11.21,11.968,-20.06,1.09,0.183,SN2021tjc,,,,,0.052,5.226208333333333,36.78626944444444,SNIa,Ia,0,-25.683234439311605
3807,UGC   676,0.04986,"ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ALeRCE; ATLAS; GaiaAlerts,ZTF21abmdxes,,,,,,,,,,,SN2021tkr,,,,,0.0498289987,16.542041666666666,1.232588888888889,SNIa,Ia,0,-61.418347491744925
3806,SDSS J001018.07+012455.6,,"ALeRCE, ATLAS, GaiaAlerts, YSE, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS; YSE,ZTF21abmdnft,1422.94,r,18.3484,-18.97,24.143,11.986,12.157,-21.01,0.79,0.07,SN2021tks,,,,,0.065,2.575125,1.416,SNIa,Ia,0,-59.78624129928509
3803,WISEA J224954.25-163203.9,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT, ZTF",ALeRCE; ATLAS; Pan-STARRS,ZTF21abmcori,1425.88,g,18.2469,-19.59,24.509,14.16,10.349,-20.69,0.94,0.099,SN2021tle,,,,,0.08,342.47580416666665,-16.534144444444447,SNIa,Ia,0,-59.971393580401205
3784,,,"ZTF, GaiaAlerts, AMPEL, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abkggoa,1415.89,r,16.595,-18.62,44.612,9.632,34.98,-12.06,-0.03,0.393,SN2021tlm,,,,,0.022,329.8643333333333,33.17748888888889,SNII,II,2,-17.175503556022594
3757,,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21abkoccb,1419.8,r,17.7779,-19.37,28.073,6.225,21.848,-21.75,0.49,0.071,SN2021tmb,,,,,0.06,232.5235,73.76516111111111,SNII,II,2,39.001553277302655
3809,,,"AMPEL, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,AMPEL; ATLAS; Pan-STARRS,ZTF21abmjivk,1424.86,r,17.4543,-17.93,14.747,8.714,6.033,-22.26,1.40,0.195,SN2021tmf,,,,,0.02566,346.11907916666667,27.353597222222223,SNIa,Ia,0,-29.76361530948163
3796,SDSS J214857.22-090415.5,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","Global SN Project, ZTF",ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF21abmgxyu,1423.92,r,18.2609,-19.70,24.441,8.924,15.517,-17.03,0.47,0.131,SN2021tnd,,,,,0.085,327.23824583333334,-9.071102777777778,SNIa,Ia,0,-43.35857318249722
3802,,,"AMPEL, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,AMPEL; ATLAS; Fink; Pan-STARRS,ZTF21abmfrad,1426.82,g,17.5886,-19.21,22.157,10.132,12.025,-18.89,0.60,0.252,SN2021tnt,,,,,0.046,308.7742166666667,3.438175,SNIa,Ia,0,-21.155982903448592
3805,,,"ZTF, ATLAS, YSE, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; YSE; ZTF,ZTF21abmdhes,1427.94,r,17.7142,-18.60,21.453,16.052,5.401,-14.06,0.96,0.14,SN2021tol,,,,,0.04,19.5025,-1.5793805555555556,SNIa,Ia,0,-63.66876984846011
9120,,,,,,,,,,,,,,,,,,SN2021tom,0.787,0.053,0.787,0.16,0.073,152.668218,71.343075,SNIa,Ia,0,40.50460201204276
7103,,,,,,,ZTF21abmjgwf,1430.84,r,18.1393,-19.43,37.315,17.915,19.4,-19.79,0.55,0.171,SN2021too,,,,,0.07,325.22616666666664,10.325111111111111,SNIc-BL,Ib/c,1,-30.550628016188117
3804,WISEA J215657.58-182103.6,,"ALeRCE, AMPEL, Fink, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ALeRCE; AMPEL; ATLAS; Fink; Pan-STARRS,ZTF21abmqpja,1424.81,g,18.9119,-19.43,22.673,12.468,10.205,-19.34,0.72,0.112,SN2021tpf,,,,,0.1,329.23990833333335,-18.35086388888889,SNIa,Ia,0,-49.03320513574517
3808,SDSS J155646.13+284529.3,0.0772787,"SGLF, AMPEL, YSE","ZTF, Pan-STARRS",YSE,AMPEL; Pan-STARRS; SGLF; YSE,ZTF21abmspkq,1419.7,g,18.7344,-19.04,18.992,6.193,12.799,-21.89,1.14,0.119,SN2021tsj,,,,,0.077,239.1918375,28.75829166666667,SNIa,Ia,0,49.296867609409574
3820,MCG +00-04-056,0.041487,"ALeRCE, GaiaAlerts","ZTF, GaiaAlerts",ZTF,ALeRCE; GaiaAlerts,ZTF21abmxkcq,1417.92,g,18.3961,-17.98,22.633,3.663,18.97,-22.08,1.02,0.088,SN2021tst,,,,,0.041487,18.73420833333333,0.1298694444444444,SNIIb,Ib/c,1,-62.16281107471004
3819,SDSS J233758.39-002629.6,,"ALeRCE, GaiaAlerts, Pan-STARRS, ATLAS","ZTF, GaiaAlerts, Pan-STARRS, ATLAS",ePESSTO+,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ZTF21abmwzxt,1428.96,r,17.4048,-18.87,26.604,13.776,12.828,-16.39,0.48,0.094,SN2021tsz,,,,,0.04,354.49329166666666,0.4415305555555556,SNII,II,2,-57.25805327835553
3818,SDSS J222601.77+285014.7,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","UCSC, ZTF",ALeRCE; ATLAS; Pan-STARRS,ZTF21abmwmnp,1426.86,g,18.6289,-19.74,26.416,9.465,16.951,-21.00,0.65,0.21,SN2021ttc,,,,,0.096,336.5079625,28.83665833333333,SNIa,Ia,0,-24.078100822572523
3817,,,"ALeRCE, Pan-STARRS, AMPEL, ATLAS","ZTF, Pan-STARRS, ATLAS",ePESSTO+,ALeRCE; AMPEL; ATLAS; Pan-STARRS,ZTF21abmwgow,1423.92,r,18.9293,-18.51,>25.144,10.224,>14.92,-23.05,1.15,0.09,SN2021ttg,,,,,0.068,332.9376125,-18.129061111111117,SNIa,Ia,0,-52.236943168300684
3816,WISEA J220423.99-233437.1,,"ALeRCE, Pan-STARRS, ATLAS, Fink","ZTF, Pan-STARRS, ATLAS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF21abmwghp,1428.92,g,17.8207,-19.75,21.01,7.385,13.625,-17.57,0.50,0.075,SN2021tth,,,,,0.072,331.10013333333336,-23.577316666666665,SNIa,Ia,0,-52.265235915299115
3815,WISEA J215206.60-245032.9,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF21abmwgdf,1426.86,g,18.5519,-19.16,26.676,8.724,17.952,-21.09,1.02,0.139,SN2021tti,,,,,0.074,328.0273833333333,-24.84253888888889,SNIa,Ia,0,-49.84698110544186
3814,WISEA J152835.26+343344.7,0.063092,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF21abmsppx,1423.73,g,17.8637,-19.42,20.477,7.461,13.016,-21.71,1.13,0.073,SN2021tto,,,,,0.063092,232.1461625,34.56164722222222,SNIa,Ia,0,55.68460349069385
7105,,,,,,,ZTF21abmxiuf,1449.87,r,17.443,-18.59,100.301,39.285,61.016,-20.91,0.96,0.647,SN2021ttw,,,,,0.029,43.82870833333333,45.97094444444445,SNIb,Ib/c,1,-11.685279389026837
3811,,,"AMPEL, ATLAS","ZTF, ATLAS","Global SN Project, ZTF",AMPEL; ATLAS,ZTF18aauvmnq,,,,,,,,,,,SN2021tty,,,,,0.0621,207.19807916666667,26.552147222222224,SNIa,Ia,0,77.20006986053582
