mjd,magpsf,sigmapsf,fid,objId,magzpsci,isdiffpos
59439.191,19.417,0.210,2,SN2021vmm,27.5,t
59444.270,19.371,0.083,2,SN2021vmm,27.5,t
59446.260,19.469,0.068,2,SN2021vmm,27.5,t
59451.250,19.539,0.090,2,SN2021vmm,27.5,t
59452.250,19.638,0.043,2,SN2021vmm,27.5,t
59453.250,19.741,0.075,2,SN2021vmm,27.5,t
59454.250,19.754,0.075,2,SN2021vmm,27.5,t
59455.250,20.101,0.087,1,SN2021vmm,27.5,t
59428.360,20.995,0.259,2,SN2021vqm,27.5,t
59430.315,21.361,0.266,1,SN2021vqm,27.5,t
59430.339,21.043,0.236,2,SN2021vqm,27.5,t
59435.380,20.731,0.187,1,SN2021vqm,27.5,t
59436.330,20.938,0.130,2,SN2021vqm,27.5,t
59436.330,20.654,0.134,1,SN2021vqm,27.5,t
59438.375,20.888,0.237,1,SN2021vqm,27.5,t
59439.410,21.075,0.228,1,SN2021vqm,27.5,t
59440.291,21.073,0.232,1,SN2021vqm,27.5,t
59440.297,20.833,0.211,2,SN2021vqm,27.5,t
59441.430,20.814,0.171,1,SN2021vqm,27.5,t
59442.353,20.616,0.183,2,SN2021vqm,27.5,t
59443.440,21.027,0.236,1,SN2021vqm,27.5,t
59451.320,20.753,0.220,2,SN2021vqm,27.5,t
59415.398,20.930,0.193,2,SN2021vqz,27.5,t
59415.510,20.643,0.125,2,SN2021vqz,27.5,t
59425.420,21.216,0.218,1,SN2021vqz,27.5,t
59426.360,20.930,0.258,1,SN2021vqz,27.5,t
59426.402,20.556,0.178,2,SN2021vqz,27.5,t
59428.362,20.372,0.122,2,SN2021vqz,27.5,t
59430.358,20.661,0.148,2,SN2021vqz,27.5,t
59434.520,21.467,0.193,1,SN2021vqz,27.5,t
59434.443,19.840,0.094,1,SN2021vrq,27.5,t
59434.464,19.795,0.078,2,SN2021vrq,27.5,t
59435.434,19.756,0.079,1,SN2021vrq,27.5,t
59435.466,19.972,0.101,2,SN2021vrq,27.5,t
59436.442,19.570,0.074,1,SN2021vrq,27.5,t
59438.444,19.350,0.071,1,SN2021vrq,27.5,t
59438.478,19.526,0.072,2,SN2021vrq,27.5,t
59439.456,19.332,0.073,1,SN2021vrq,27.5,t
59439.467,19.407,0.083,2,SN2021vrq,27.5,t
59440.477,19.353,0.083,2,SN2021vrq,27.5,t
59442.444,19.173,0.057,2,SN2021vrq,27.5,t
59442.481,19.140,0.051,1,SN2021vrq,27.5,t
59443.484,19.273,0.063,2,SN2021vrq,27.5,t
59446.401,19.147,0.114,2,SN2021vrq,27.5,t
59446.484,19.205,0.051,1,SN2021vrq,27.5,t
59449.402,19.389,0.255,2,SN2021vrq,27.5,t
59449.463,19.520,0.263,1,SN2021vrq,27.5,t
59450.392,19.066,0.253,2,SN2021vrq,27.5,t
59450.442,18.881,0.186,1,SN2021vrq,27.5,t
59452.457,19.283,0.110,2,SN2021vrq,27.5,t
59452.478,19.495,0.154,1,SN2021vrq,27.5,t
59453.441,19.393,0.124,1,SN2021vrq,27.5,t
59453.479,19.416,0.107,2,SN2021vrq,27.5,t
59456.443,19.444,0.090,2,SN2021vrq,27.5,t
59456.484,19.603,0.112,1,SN2021vrq,27.5,t
59459.442,20.049,0.076,1,SN2021vrq,27.5,t
59459.474,19.709,0.064,2,SN2021vrq,27.5,t
59460.456,20.069,0.094,1,SN2021vrq,27.5,t
59460.475,19.822,0.092,2,SN2021vrq,27.5,t
59461.444,20.004,0.073,1,SN2021vrq,27.5,t
59461.470,19.896,0.077,2,SN2021vrq,27.5,t
59463.408,19.975,0.105,2,SN2021vrq,27.5,t
59463.438,20.388,0.123,1,SN2021vrq,27.5,t
59465.421,20.541,0.144,1,SN2021vrq,27.5,t
59465.479,20.001,0.100,2,SN2021vrq,27.5,t
59467.444,20.040,0.098,2,SN2021vrq,27.5,t
59467.479,20.755,0.172,1,SN2021vrq,27.5,t
59467.570,20.137,0.072,2,SN2021vrq,27.5,t
59467.570,20.742,0.136,1,SN2021vrq,27.5,t
59469.432,21.085,0.196,1,SN2021vrq,27.5,t
59469.434,20.027,0.096,2,SN2021vrq,27.5,t
59471.444,20.100,0.121,2,SN2021vrq,27.5,t
59474.393,20.223,0.175,2,SN2021vrq,27.5,t
59474.422,21.230,0.253,1,SN2021vrq,27.5,t
59476.630,20.461,0.211,2,SN2021vrq,27.5,t
59484.344,20.704,0.268,2,SN2021vrq,27.5,t
59487.361,20.776,0.245,2,SN2021vrq,27.5,t
59488.436,20.856,0.205,2,SN2021vrq,27.5,t
59488.600,21.125,0.203,2,SN2021vrq,27.5,t
59489.417,21.123,0.266,2,SN2021vrq,27.5,t
59505.620,21.459,0.241,2,SN2021vrq,27.5,t
59435.260,18.771,0.029,1,SN2021vrt,27.5,t
59444.270,18.599,0.044,2,SN2021vrt,27.5,t
59446.260,18.550,0.034,2,SN2021vrt,27.5,t
59448.260,18.571,0.035,2,SN2021vrt,27.5,t
59451.250,18.372,0.037,2,SN2021vrt,27.5,t
59452.250,18.562,0.023,2,SN2021vrt,27.5,t
59453.250,18.512,0.036,2,SN2021vrt,27.5,t
59454.250,18.603,0.028,2,SN2021vrt,27.5,t
59455.250,18.765,0.041,1,SN2021vrt,27.5,t
59457.250,18.754,0.030,1,SN2021vrt,27.5,t
59424.370,21.312,0.237,2,SN2021vue,27.5,t
59425.228,21.147,0.256,1,SN2021vue,27.5,t
59427.234,20.746,0.204,1,SN2021vue,27.5,t
59429.270,20.516,0.197,1,SN2021vue,27.5,t
59429.270,20.503,0.229,1,SN2021vue,27.5,t
59431.270,20.452,0.112,2,SN2021vue,27.5,t
59431.270,20.439,0.155,1,SN2021vue,27.5,t
59434.213,20.282,0.145,1,SN2021vue,27.5,t
59436.191,20.155,0.178,2,SN2021vue,27.5,t
59436.250,20.248,0.171,1,SN2021vue,27.5,t
59438.260,20.168,0.093,1,SN2021vue,27.5,t
59438.270,20.127,0.094,2,SN2021vue,27.5,t
59439.192,19.966,0.186,2,SN2021vue,27.5,t
59441.242,20.041,0.232,1,SN2021vue,27.5,t
59452.310,20.306,0.121,2,SN2021vue,27.5,t
59453.270,20.554,0.116,2,SN2021vue,27.5,t
59458.215,20.850,0.258,2,SN2021vue,27.5,t
59460.228,20.418,0.268,2,SN2021vue,27.5,t
59430.390,20.674,0.210,2,SN2021vut,27.5,t
59430.426,20.784,0.174,1,SN2021vut,27.5,t
59432.610,20.383,0.076,2,SN2021vut,27.5,t
59432.610,19.937,0.061,1,SN2021vut,27.5,t
59435.431,19.410,0.052,1,SN2021vut,27.5,t
59435.471,19.707,0.067,2,SN2021vut,27.5,t
59436.620,19.600,0.047,1,SN2021vut,27.5,t
59438.453,19.420,0.057,1,SN2021vut,27.5,t
59438.473,19.644,0.067,2,SN2021vut,27.5,t
59440.455,19.472,0.058,1,SN2021vut,27.5,t
59440.473,19.696,0.074,2,SN2021vut,27.5,t
59440.560,19.630,0.060,1,SN2021vut,27.5,t
59443.453,19.584,0.072,1,SN2021vut,27.5,t
59443.469,19.885,0.090,2,SN2021vut,27.5,t
59447.550,19.856,0.062,2,SN2021vut,27.5,t
59449.456,19.794,0.263,1,SN2021vut,27.5,t
59458.369,20.083,0.124,2,SN2021vut,27.5,t
59460.369,20.038,0.104,2,SN2021vut,27.5,t
59460.402,20.076,0.083,1,SN2021vut,27.5,t
59460.620,20.230,0.268,1,SN2021vut,27.5,t
59460.620,19.859,0.106,2,SN2021vut,27.5,t
59462.406,19.970,0.084,2,SN2021vut,27.5,t
59464.403,20.257,0.114,2,SN2021vut,27.5,t
59464.454,20.230,0.095,1,SN2021vut,27.5,t
59465.630,20.451,0.101,1,SN2021vut,27.5,t
59466.388,20.122,0.107,2,SN2021vut,27.5,t
59466.422,20.540,0.113,1,SN2021vut,27.5,t
59467.570,20.610,0.187,2,SN2021vut,27.5,t
59468.391,20.208,0.094,2,SN2021vut,27.5,t
59470.391,20.531,0.126,1,SN2021vut,27.5,t
59470.419,20.420,0.120,2,SN2021vut,27.5,t
59470.610,20.988,0.156,1,SN2021vut,27.5,t
59472.382,20.582,0.161,2,SN2021vut,27.5,t
59472.430,21.010,0.192,1,SN2021vut,27.5,t
59433.310,21.082,0.158,1,SN2021vva,27.5,t
59434.176,20.656,0.190,2,SN2021vva,27.5,t
59434.236,20.780,0.218,1,SN2021vva,27.5,t
59434.260,20.704,0.133,1,SN2021vva,27.5,t
59434.270,21.223,0.175,2,SN2021vva,27.5,t
59436.194,20.528,0.231,2,SN2021vva,27.5,t
59438.260,20.842,0.105,1,SN2021vva,27.5,t
59438.270,20.993,0.127,2,SN2021vva,27.5,t
59428.178,20.747,0.239,2,SN2021vvw,27.5,t
59432.280,20.254,0.080,1,SN2021vvw,27.5,t
59435.192,19.801,0.092,1,SN2021vvw,27.5,t
59435.234,20.093,0.151,2,SN2021vvw,27.5,t
59435.280,20.003,0.061,2,SN2021vvw,27.5,t
59435.280,20.064,0.060,1,SN2021vvw,27.5,t
59437.270,19.808,0.079,1,SN2021vvw,27.5,t
59438.173,19.953,0.145,2,SN2021vvw,27.5,t
59438.192,19.746,0.125,1,SN2021vvw,27.5,t
59440.205,19.506,0.176,1,SN2021vvw,27.5,t
59440.229,19.802,0.255,2,SN2021vvw,27.5,t
59444.280,19.476,0.091,2,SN2021vvw,27.5,t
59446.270,19.334,0.046,2,SN2021vvw,27.5,t
59447.191,19.339,0.194,2,SN2021vvw,27.5,t
59448.280,19.127,0.043,2,SN2021vvw,27.5,t
59450.186,19.236,0.161,2,SN2021vvw,27.5,t
59453.171,19.352,0.075,1,SN2021vvw,27.5,t
59453.260,19.212,0.033,2,SN2021vvw,27.5,t
59454.250,19.189,0.040,2,SN2021vvw,27.5,t
59455.190,19.323,0.095,1,SN2021vvw,27.5,t
59455.250,19.282,0.036,1,SN2021vvw,27.5,t
59457.250,19.322,0.041,1,SN2021vvw,27.5,t
59465.174,19.130,0.099,2,SN2021vvw,27.5,t
59429.580,21.687,0.256,2,SN2021vwf,27.5,t
59434.045,21.477,0.267,1,SN2021vwf,27.5,t
59434.421,21.131,0.203,1,SN2021vwf,27.5,t
59434.510,21.088,0.114,2,SN2021vwf,27.5,t
59436.378,21.060,0.225,2,SN2021vwf,27.5,t
59436.421,20.854,0.199,1,SN2021vwf,27.5,t
59439.420,20.951,0.258,1,SN2021vwf,27.5,t
59442.331,20.853,0.195,1,SN2021vwf,27.5,t
59442.550,21.173,0.180,1,SN2021vwf,27.5,t
59444.426,20.545,0.176,1,SN2021vwf,27.5,t
59445.530,21.198,0.232,2,SN2021vwf,27.5,t
59476.620,17.959,0.020,2,SN2021vwx,27.5,t
59480.459,18.028,0.050,2,SN2021vwx,27.5,t
59481.570,18.186,0.039,2,SN2021vwx,27.5,t
59483.600,18.173,0.025,2,SN2021vwx,27.5,t
59486.600,19.149,0.052,1,SN2021vwx,27.5,t
59488.438,18.236,0.030,2,SN2021vwx,27.5,t
59492.560,19.258,0.056,1,SN2021vwx,27.5,t
59500.481,18.708,0.049,2,SN2021vwx,27.5,t
59500.590,19.576,0.058,1,SN2021vwx,27.5,t
59503.397,18.701,0.066,2,SN2021vwx,27.5,t
59504.420,19.505,0.126,1,SN2021vwx,27.5,t
59504.461,18.775,0.041,2,SN2021vwx,27.5,t
59504.490,18.799,0.080,2,SN2021vwx,27.5,t
59505.530,18.910,0.051,2,SN2021vwx,27.5,t
59508.490,18.996,0.077,2,SN2021vwx,27.5,t
59509.530,19.174,0.120,2,SN2021vwx,27.5,t
59511.381,19.127,0.152,2,SN2021vwx,27.5,t
59517.421,19.229,0.054,2,SN2021vwx,27.5,t
59518.510,19.298,0.034,2,SN2021vwx,27.5,t
59518.520,19.888,0.077,1,SN2021vwx,27.5,t
59522.375,19.978,0.079,1,SN2021vwx,27.5,t
59523.355,20.214,0.124,1,SN2021vwx,27.5,t
59524.490,19.949,0.091,1,SN2021vwx,27.5,t
59524.490,19.439,0.061,2,SN2021vwx,27.5,t
59525.462,20.145,0.133,1,SN2021vwx,27.5,t
59527.500,20.371,0.086,1,SN2021vwx,27.5,t
59529.351,19.738,0.116,2,SN2021vwx,27.5,t
59529.377,19.970,0.132,1,SN2021vwx,27.5,t
59530.398,20.154,0.194,1,SN2021vwx,27.5,t
59532.355,19.616,0.119,2,SN2021vwx,27.5,t
59532.401,20.375,0.242,1,SN2021vwx,27.5,t
59537.370,20.004,0.131,2,SN2021vwx,27.5,t
59537.403,20.225,0.138,1,SN2021vwx,27.5,t
59542.315,20.099,0.229,1,SN2021vwx,27.5,t
59433.590,21.082,0.197,2,SN2021vwz,27.5,t
59436.580,21.417,0.207,2,SN2021vwz,27.5,t
59440.550,21.214,0.156,2,SN2021vwz,27.5,t
59445.560,21.564,0.252,2,SN2021vwz,27.5,t
59442.260,19.545,0.067,1,SN2021vzt,27.5,t
59445.250,19.961,0.165,2,SN2021vzt,27.5,t
59465.240,20.425,0.119,1,SN2021vzt,27.5,t
59436.260,21.532,0.192,1,SN2021wbk,27.5,t
59436.260,21.545,0.188,2,SN2021wbk,27.5,t
59438.260,21.315,0.191,1,SN2021wbk,27.5,t
59442.260,21.007,0.209,1,SN2021wbk,27.5,t
59447.197,20.156,0.239,2,SN2021wbk,27.5,t
59454.260,21.312,0.207,2,SN2021wbk,27.5,t
59436.205,20.726,0.191,2,SN2021wbn,27.5,t
59436.247,20.758,0.259,1,SN2021wbn,27.5,t
59441.186,20.356,0.195,2,SN2021wbn,27.5,t
59443.183,20.141,0.228,1,SN2021wbn,27.5,t
59443.243,19.931,0.243,2,SN2021wbn,27.5,t
59447.197,19.939,0.210,2,SN2021wbn,27.5,t
59450.170,19.981,0.171,2,SN2021wbn,27.5,t
59452.206,19.850,0.209,2,SN2021wbn,27.5,t
59452.310,20.279,0.111,2,SN2021wbn,27.5,t
59454.182,20.906,0.204,1,SN2021wbn,27.5,t
59454.260,20.160,0.089,2,SN2021wbn,27.5,t
59454.274,19.953,0.199,2,SN2021wbn,27.5,t
59456.250,21.162,0.239,1,SN2021wbn,27.5,t
59458.196,20.484,0.151,2,SN2021wbn,27.5,t
59460.182,20.982,0.201,1,SN2021wbn,27.5,t
59460.214,20.377,0.186,2,SN2021wbn,27.5,t
59462.215,20.419,0.191,2,SN2021wbn,27.5,t
59464.221,20.535,0.211,2,SN2021wbn,27.5,t
59466.153,20.733,0.185,2,SN2021wbn,27.5,t
59467.240,20.928,0.174,2,SN2021wbn,27.5,t
59470.143,20.911,0.273,2,SN2021wbn,27.5,t
59220.660,20.525,0.118,1,SN2021wd,27.5,t
59221.517,20.349,0.160,1,SN2021wd,27.5,t
59224.508,20.111,0.112,2,SN2021wd,27.5,t
59224.531,20.209,0.105,1,SN2021wd,27.5,t
59226.494,20.212,0.124,2,SN2021wd,27.5,t
59226.529,19.864,0.068,1,SN2021wd,27.5,t
59226.630,20.135,0.069,1,SN2021wd,27.5,t
59226.630,20.123,0.069,2,SN2021wd,27.5,t
59228.487,19.988,0.080,2,SN2021wd,27.5,t
59228.507,20.040,0.080,1,SN2021wd,27.5,t
59230.499,20.089,0.108,1,SN2021wd,27.5,t
59230.532,20.006,0.085,2,SN2021wd,27.5,t
59230.660,20.029,0.079,1,SN2021wd,27.5,t
59232.514,20.074,0.084,2,SN2021wd,27.5,t
59232.528,19.971,0.072,1,SN2021wd,27.5,t
59236.660,20.840,0.199,1,SN2021wd,27.5,t
59238.580,20.220,0.129,2,SN2021wd,27.5,t
59245.660,20.719,0.195,2,SN2021wd,27.5,t
59246.640,20.378,0.157,2,SN2021wd,27.5,t
59249.487,20.603,0.202,2,SN2021wd,27.5,t
59251.472,20.638,0.170,2,SN2021wd,27.5,t
59253.495,21.030,0.189,2,SN2021wd,27.5,t
59255.426,21.025,0.173,2,SN2021wd,27.5,t
59261.630,21.569,0.213,2,SN2021wd,27.5,t
59440.370,20.545,0.121,2,SN2021wfg,27.5,t
59440.380,20.411,0.085,1,SN2021wfg,27.5,t
59442.380,19.606,0.054,1,SN2021wfg,27.5,t
59445.390,19.077,0.037,2,SN2021wfg,27.5,t
59451.320,18.517,0.034,2,SN2021wfg,27.5,t
59453.430,18.441,0.031,2,SN2021wfg,27.5,t
59456.470,18.464,0.021,1,SN2021wfg,27.5,t
59466.420,18.920,0.035,1,SN2021wfg,27.5,t
59470.290,19.205,0.036,1,SN2021wfg,27.5,t
59481.400,19.387,0.090,2,SN2021wfg,27.5,t
59484.240,19.583,0.064,2,SN2021wfg,27.5,t
59491.230,20.948,0.156,1,SN2021wfg,27.5,t
59493.230,20.768,0.130,1,SN2021wfg,27.5,t
59498.370,21.124,0.119,1,SN2021wfg,27.5,t
59506.340,20.733,0.249,2,SN2021wfg,27.5,t
59508.300,20.201,0.146,2,SN2021wfg,27.5,t
59509.330,20.127,0.128,2,SN2021wfg,27.5,t
59512.290,20.829,0.162,2,SN2021wfg,27.5,t
59515.280,21.660,0.226,1,SN2021wfg,27.5,t
59517.270,21.450,0.197,1,SN2021wfg,27.5,t
59519.280,21.431,0.135,1,SN2021wfg,27.5,t
59525.260,21.277,0.247,1,SN2021wfg,27.5,t
59444.260,19.282,0.056,2,SN2021whv,27.5,t
59444.346,19.395,0.089,1,SN2021wjs,27.5,t
59445.390,19.310,0.052,2,SN2021wjs,27.5,t
59448.334,18.961,0.145,1,SN2021wjs,27.5,t
59450.314,19.071,0.194,2,SN2021wjs,27.5,t
59450.409,18.699,0.172,1,SN2021wjs,27.5,t
59451.320,19.102,0.065,2,SN2021wjs,27.5,t
59453.276,19.013,0.044,2,SN2021wjs,27.5,t
59453.430,19.133,0.055,2,SN2021wjs,27.5,t
59456.470,19.238,0.079,1,SN2021wjs,27.5,t
59459.237,19.378,0.055,2,SN2021wjs,27.5,t
59463.215,19.487,0.050,1,SN2021wjs,27.5,t
59466.420,19.738,0.067,1,SN2021wjs,27.5,t
59469.195,19.496,0.058,2,SN2021wjs,27.5,t
59470.280,20.068,0.086,1,SN2021wjs,27.5,t
59471.278,19.981,0.115,1,SN2021wjs,27.5,t
59473.269,19.684,0.094,2,SN2021wjs,27.5,t
59473.375,20.383,0.153,1,SN2021wjs,27.5,t
59476.310,19.749,0.179,2,SN2021wjs,27.5,t
59478.234,19.787,0.179,2,SN2021wjs,27.5,t
59480.216,20.011,0.151,2,SN2021wjs,27.5,t
59480.312,20.051,0.232,1,SN2021wjs,27.5,t
59481.390,20.460,0.271,2,SN2021wjs,27.5,t
59485.211,19.988,0.085,2,SN2021wjs,27.5,t
59488.193,19.993,0.093,2,SN2021wjs,27.5,t
59488.213,20.998,0.227,1,SN2021wjs,27.5,t
59490.163,19.918,0.140,2,SN2021wjs,27.5,t
59502.204,19.983,0.184,2,SN2021wjs,27.5,t
59504.164,20.173,0.178,2,SN2021wjs,27.5,t
59504.212,20.351,0.253,1,SN2021wjs,27.5,t
59506.340,20.680,0.174,2,SN2021wjs,27.5,t
59507.290,20.392,0.142,2,SN2021wjs,27.5,t
59508.300,20.245,0.180,2,SN2021wjs,27.5,t
59509.248,20.006,0.189,2,SN2021wjs,27.5,t
59509.330,20.307,0.212,2,SN2021wjs,27.5,t
59512.144,20.346,0.110,2,SN2021wjs,27.5,t
59512.290,20.354,0.115,2,SN2021wjs,27.5,t
59521.129,20.959,0.224,2,SN2021wjs,27.5,t
59527.204,20.821,0.246,2,SN2021wjs,27.5,t
59430.366,21.088,0.233,2,SN2021wli,27.5,t
59430.480,21.159,0.119,1,SN2021wli,27.5,t
59433.380,20.704,0.119,1,SN2021wli,27.5,t
59433.380,21.133,0.145,2,SN2021wli,27.5,t
59434.520,20.662,0.087,1,SN2021wli,27.5,t
59435.399,20.850,0.193,1,SN2021wli,27.5,t
59437.400,20.850,0.192,1,SN2021wli,27.5,t
59437.400,20.820,0.193,2,SN2021wli,27.5,t
59438.377,20.787,0.199,1,SN2021wli,27.5,t
59439.400,20.567,0.159,1,SN2021wli,27.5,t
59440.402,20.886,0.261,1,SN2021wli,27.5,t
59441.430,20.733,0.134,1,SN2021wli,27.5,t
59443.294,20.488,0.241,2,SN2021wli,27.5,t
59443.430,20.507,0.164,1,SN2021wli,27.5,t
59445.390,20.852,0.201,2,SN2021wli,27.5,t
59461.310,21.048,0.269,2,SN2021wli,27.5,t
59434.437,21.167,0.194,1,SN2021wlm,27.5,t
59435.460,21.142,0.189,1,SN2021wlm,27.5,t
59435.460,21.113,0.141,2,SN2021wlm,27.5,t
59436.383,21.269,0.240,2,SN2021wlm,27.5,t
59436.426,21.078,0.187,1,SN2021wlm,27.5,t
59438.620,21.096,0.158,1,SN2021wlm,27.5,t
59439.422,20.931,0.192,1,SN2021wlm,27.5,t
59441.590,21.232,0.238,1,SN2021wlm,27.5,t
59442.329,21.124,0.238,1,SN2021wlm,27.5,t
59442.424,20.665,0.160,2,SN2021wlm,27.5,t
59443.620,21.238,0.146,1,SN2021wlm,27.5,t
59446.590,20.906,0.142,2,SN2021wlm,27.5,t
59448.590,20.810,0.265,2,SN2021wlm,27.5,t
59459.362,20.720,0.136,2,SN2021wlm,27.5,t
59461.381,21.275,0.246,2,SN2021wlm,27.5,t
59465.362,21.067,0.201,2,SN2021wlm,27.5,t
59467.381,21.470,0.261,2,SN2021wlm,27.5,t
59467.560,21.503,0.229,1,SN2021wlm,27.5,t
59467.560,21.413,0.204,2,SN2021wlm,27.5,t
59470.390,22.041,0.241,1,SN2021wlm,27.5,t
59472.393,21.080,0.233,2,SN2021wlm,27.5,t
59472.420,21.374,0.257,1,SN2021wlm,27.5,t
59488.320,20.975,0.185,2,SN2021wlm,27.5,t
59491.490,21.526,0.253,2,SN2021wlm,27.5,t
59523.226,21.466,0.259,2,SN2021wlm,27.5,t
59434.510,21.399,0.191,2,SN2021wln,27.5,t
59437.550,20.410,0.108,1,SN2021wln,27.5,t
59440.480,20.120,0.064,1,SN2021wln,27.5,t
59442.550,19.851,0.058,1,SN2021wln,27.5,t
59457.420,19.935,0.089,1,SN2021wln,27.5,t
59464.540,20.194,0.103,2,SN2021wln,27.5,t
59464.540,20.343,0.118,1,SN2021wln,27.5,t
59466.540,20.413,0.104,1,SN2021wln,27.5,t
59468.450,20.619,0.111,1,SN2021wln,27.5,t
59468.450,20.204,0.076,2,SN2021wln,27.5,t
59483.390,20.565,0.187,2,SN2021wln,27.5,t
59514.410,21.282,0.240,2,SN2021wln,27.5,t
59434.371,21.447,0.243,2,SN2021wlp,27.5,t
59435.460,21.293,0.147,1,SN2021wlp,27.5,t
59435.460,21.319,0.133,2,SN2021wlp,27.5,t
59436.424,21.207,0.208,1,SN2021wlp,27.5,t
59438.620,21.461,0.256,1,SN2021wlp,27.5,t
59439.394,20.974,0.225,2,SN2021wlp,27.5,t
59439.437,20.508,0.143,1,SN2021wlp,27.5,t
59441.590,20.634,0.164,1,SN2021wlp,27.5,t
59442.330,20.803,0.196,1,SN2021wlp,27.5,t
59443.620,20.275,0.085,1,SN2021wlp,27.5,t
59444.429,20.641,0.149,1,SN2021wlp,27.5,t
59446.590,20.521,0.111,2,SN2021wlp,27.5,t
59448.590,20.353,0.178,2,SN2021wlp,27.5,t
59453.340,20.304,0.182,2,SN2021wlp,27.5,t
59459.321,21.003,0.165,1,SN2021wlp,27.5,t
59459.361,20.609,0.138,2,SN2021wlp,27.5,t
59461.371,20.525,0.131,2,SN2021wlp,27.5,t
59461.409,20.669,0.144,1,SN2021wlp,27.5,t
59463.329,20.848,0.185,2,SN2021wlp,27.5,t
59463.354,21.277,0.230,1,SN2021wlp,27.5,t
59464.390,21.163,0.201,1,SN2021wlp,27.5,t
59465.316,21.306,0.234,1,SN2021wlp,27.5,t
59465.356,20.457,0.132,2,SN2021wlp,27.5,t
59467.359,20.857,0.159,2,SN2021wlp,27.5,t
59467.560,21.218,0.223,2,SN2021wlp,27.5,t
59469.360,20.861,0.156,2,SN2021wlp,27.5,t
59471.426,20.761,0.184,2,SN2021wlp,27.5,t
59412.419,20.181,0.254,2,SN2021wlq,27.5,t
59415.459,20.707,0.231,1,SN2021wlq,27.5,t
59430.395,20.775,0.209,2,SN2021wlq,27.5,t
59430.610,21.407,0.263,1,SN2021wlq,27.5,t
59433.590,21.106,0.204,1,SN2021wlq,27.5,t
59433.590,20.558,0.111,2,SN2021wlq,27.5,t
59434.590,21.650,0.205,1,SN2021wlq,27.5,t
59435.461,20.769,0.191,2,SN2021wlq,27.5,t
59436.580,20.646,0.094,2,SN2021wlq,27.5,t
59436.590,21.275,0.199,1,SN2021wlq,27.5,t
59440.550,20.984,0.161,2,SN2021wlq,27.5,t
59445.560,21.189,0.152,2,SN2021wlq,27.5,t
59410.434,20.298,0.177,2,SN2021wlr,27.5,t
59410.461,20.422,0.178,1,SN2021wlr,27.5,t
59414.436,20.455,0.157,1,SN2021wlr,27.5,t
59414.462,19.675,0.071,2,SN2021wlr,27.5,t
59427.441,20.094,0.145,2,SN2021wlr,27.5,t
59427.465,20.587,0.250,1,SN2021wlr,27.5,t
59429.440,20.719,0.210,1,SN2021wlr,27.5,t
59429.462,19.712,0.081,2,SN2021wlr,27.5,t
59434.457,20.455,0.129,1,SN2021wlr,27.5,t
59434.510,20.249,0.073,2,SN2021wlr,27.5,t
59436.463,20.028,0.091,2,SN2021wlr,27.5,t
59439.464,20.094,0.117,2,SN2021wlr,27.5,t
59440.480,20.880,0.161,1,SN2021wlr,27.5,t
59442.440,19.949,0.103,2,SN2021wlr,27.5,t
59442.464,20.814,0.180,1,SN2021wlr,27.5,t
59442.550,20.912,0.136,1,SN2021wlr,27.5,t
59445.530,20.238,0.107,2,SN2021wlr,27.5,t
59446.415,20.024,0.190,2,SN2021wlr,27.5,t
59454.386,20.415,0.223,1,SN2021wlr,27.5,t
59454.436,19.936,0.123,2,SN2021wlr,27.5,t
59457.420,20.916,0.240,1,SN2021wlr,27.5,t
59458.361,20.613,0.202,2,SN2021wlr,27.5,t
59460.360,20.063,0.121,2,SN2021wlr,27.5,t
59462.471,21.174,0.255,1,SN2021wlr,27.5,t
59464.384,20.171,0.098,2,SN2021wlr,27.5,t
59464.540,20.196,0.091,2,SN2021wlr,27.5,t
59466.377,20.490,0.154,2,SN2021wlr,27.5,t
59466.401,20.815,0.171,1,SN2021wlr,27.5,t
59466.540,21.507,0.267,1,SN2021wlr,27.5,t
59468.378,20.116,0.106,2,SN2021wlr,27.5,t
59468.450,20.315,0.134,2,SN2021wlr,27.5,t
59470.402,20.242,0.117,2,SN2021wlr,27.5,t
59472.396,20.310,0.131,2,SN2021wlr,27.5,t
59472.416,20.803,0.173,1,SN2021wlr,27.5,t
59474.333,19.935,0.148,2,SN2021wlr,27.5,t
59483.400,20.542,0.180,2,SN2021wlr,27.5,t
59488.286,21.059,0.253,1,SN2021wlr,27.5,t
59488.333,20.523,0.167,2,SN2021wlr,27.5,t
59498.319,20.783,0.214,2,SN2021wlr,27.5,t
59502.337,20.127,0.181,2,SN2021wlr,27.5,t
59429.280,21.213,0.195,1,SN2021wls,27.5,t
59431.320,21.516,0.215,1,SN2021wls,27.5,t
59434.217,20.825,0.170,1,SN2021wls,27.5,t
59435.270,20.740,0.113,2,SN2021wls,27.5,t
59435.270,20.858,0.130,1,SN2021wls,27.5,t
59436.192,20.611,0.198,2,SN2021wls,27.5,t
59436.249,20.419,0.169,1,SN2021wls,27.5,t
59437.260,20.540,0.152,1,SN2021wls,27.5,t
59439.178,20.738,0.258,1,SN2021wls,27.5,t
59439.250,20.722,0.220,2,SN2021wls,27.5,t
59439.260,20.670,0.249,1,SN2021wls,27.5,t
59441.214,20.318,0.193,1,SN2021wls,27.5,t
59441.260,20.555,0.145,1,SN2021wls,27.5,t
59444.260,20.476,0.159,2,SN2021wls,27.5,t
59447.205,20.018,0.202,2,SN2021wls,27.5,t
59447.250,20.362,0.099,2,SN2021wls,27.5,t
