hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,b,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code
,,ZTF,ZTF,ZTF,ZTF,ZTF19aakrawk,,,,,,,,,,,,SN2019bvn,,,,,0.063,158.375675,-14.960838888888889,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aaktdid,,,,,,,,,,,,SN2019bbe,,,,,0.048,192.42013749999998,-12.348152777777779,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aaksrgj,547.84,g,18.7321,-19.23,31.796,13.314,18.482,-21.81,0.88,70.65837007,0.068,SN2019bbd,,,,,0.0859,189.52669166666666,8.046202777777777,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aaksqsz,,,,,,,,,,,,SN2019bbc,,,,,0.086,191.14197083333332,1.6639916666666665,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aakssbm,,,,,,,,,,,,SN2019aajs,,,,,0.0358,242.7648125,74.36148333333333,SNIbn,Ib/c,1
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aalahqa,,,,,,,,,,,,SN2019bhh,,,,,0.0439,221.87125833333334,-4.934988888888889,SNIb,Ib/c,1
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamhhiz,,,,,,,,,,,,SN2019kws,,,,,0.1977,213.76858333333334,50.65188888888889,SLSN-I,SLSN,3
,,ZTF,ZTF,ZTF,ZTF,ZTF19aalvdeu,,,,,,,,,,,,SN2019kwr,,,,,0.2022,200.55145833333333,49.91463888888889,SLSN-II,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aalcwjt,556.71,r,18.5718,-18.81,24.108,14.569,9.539,-19.01,0.58,31.35997527,0.069,SN2019blm,,,,,0.067,129.83411666666666,17.188047222222224,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",Padova-Asiago,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aalcyfd,556.89,g,16.6685,-19.31,22.688,12.436,10.252,-21.82,0.71,46.98190159,0.052,SN2019bic,,,,,0.035187,142.90685416666668,41.32205833333334,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aalaxsa,546.78,g,18.9448,-19.64,>19.763,6.713,>13.05,-21.60,0.79,56.53020629,0.036,SN2019blf,,,,,0.116,172.77360000000002,57.43793333333333,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aaladlt,559.74,r,18.7641,-17.62,42.538,25.531,17.007,-16.88,0.35,41.32330338,0.235,SN2019ble,,,,,0.04,160.3005125,72.51366944444445,SNII-pec,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF19aalxcyo,556.69,r,18.6049,-19.23,30.927,19.952,10.975,-21.84,0.91,24.5043308,0.139,SN2019bon,,,,,0.0802,122.24856249999999,16.81927222222222,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aalemmz,,,,,,,,,,,,SN2019bfj,,,,,0.07,220.2431458333333,23.152775,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aaleptm,556.95,g,18.6766,-19.10,22.316,11.359,10.957,-20.79,0.77,58.25253604,0.073,SN2019bow,,,,,0.079,222.71675000000002,49.02950833333333,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abixrei,547.89,g,18.9941,-19.57,36.88,14.966,21.914,-22.19,1.07,56.38716727,0.066,SN2019bfh,,,,,0.113,231.28956666666667,31.74170277777778,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aalzmiu,556.97,g,18.6199,-19.86,25.423,9.809,15.614,-15.47,0.17,51.39290559,0.045,SN2019bou,,,,,0.11,236.99594583333334,40.81695833333334,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aaiiigm,,,,,,,,,,,,SN2019bnh,,,,,0.0782,215.47914583333332,44.36584444444445,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aaljeup,,,,,,,,,,,,SN2019bij,,,,,0.085,121.96137083333335,0.5301,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aallimd,,,,,,,,,,,,SN2019bip,,,,,0.03,158.13740416666667,-19.075380555555554,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aallvor,,,,,,,,,,,,SN2019bit,,,,,0.071,173.95374166666667,10.750280555555555,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aakzash,,,,,,,,,,,,SN2019bir,,,,,0.0365,174.89324583333334,13.948311111111112,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aalafip,,,,,,,,,,,,SN2019bis,,,,,0.088,181.1283875,23.857186111111112,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aaloqmd,559.79,r,18.2833,-17.55,34.977,13.966,21.011,-18.49,0.68,84.4826291,0.033,SN2019boh,,,,,0.0335,199.0255625,26.669308333333333,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS","Padova-Asiago, ZTF",ATLAS; ZTF,ZTF19aalryov,,,,,,,,,,,,SN2019blp,,,,,0.0501,248.6060625,11.613822222222222,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aamoqxy,,,,,,,,,,,,SN2019bvo,,,,,0.08099,210.01807916666667,5.691766666666667,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aaluprf,559.65,g,18.1008,-20.03,19.007,7.463,11.544,-21.80,0.90,21.08264684,0.128,SN2019btt,,,,,0.09,126.81632083333334,0.20855,SNIa,Ia,0
,,ZTF,ZTF,ePESSTO,ZTF,ZTF19aalwegb,,,,,,,,,,,,SN2019byc,,,,,0.072,80.96422083333334,8.91646388888889,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aakwifv,547.73,g,18.9632,-19.31,>20.974,10.984,>9.99,-22.42,0.86,-18.32789636,0.397,SN2019bnx,,,,,0.083,78.12722083333334,6.948230555555556,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aalyecr,,,,,,,,,,,,SN2019cat,,,,,0.08,74.88765416666666,-8.829869444444444,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aalxlpp,560.69,g,18.5685,-19.46,25.002,10.389,14.613,-22.16,0.73,23.17794189,0.126,SN2019btu,,,,,0.086,114.85457916666667,31.037502777777778,SNIa,Ia,0
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF19aalrfoi,,,,,,,,,,,,SN2019boj,,,,,0.0736,232.08870833333333,11.58185,SNIa,Ia,0
,,"ZTF, Pan-STARRS, GaiaAlerts, ATLAS","ZTF, Pan-STARRS, GaiaAlerts, ATLAS",ePESSTO,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aalzvnu,,,,,,,,,,,,SN2019bzo,,,,,0.065,238.8935,26.915219444444443,SNIIb,Ib/c,1
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19aamftfu,,,,,,,,,,,,SN2019cag,,,,,0.02475,35.839666666666666,53.39486111111111,SNIIP,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamgghn,572.72,r,17.9229,-17.86,23.984,12.969,11.015,-18.11,0.70,40.15325279,0.289,SN2019bwi,,,,,0.02968,141.35425416666666,65.46750277777778,SNIb,Ib/c,1
,,ZTF,ZTF,ZTF,ZTF,ZTF19aanfsmc,,,,,,,,,,,,SN2019txl,,,,,0.033863,143.24737083333335,27.502166666666668,SNIb,Ib/c,1
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aamgokq,567.71,g,18.4682,-19.37,23.518,13.567,9.951,-17.31,1.09,43.35535574,0.102,SN2019bvq,,,,,0.08,149.577225,5.194572222222223,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aamhhyo,567.78,g,18.5588,-19.22,21.515,8.82,12.695,-18.54,0.50,75.50488926,0.047,SN2019bxa,,,,,0.08,208.16005833333335,33.085519444444444,SNIa,Ia,0
,,"ZTF, GaiaAlerts, Pan-STARRS, ATLAS","ZTF, GaiaAlerts, Pan-STARRS, ATLAS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aamhhae,567.91,g,17.4045,-18.84,26.738,7.789,18.949,-17.20,0.34,58.93609783,0.04,SN2019buj,,,,,0.04,212.6812,54.61401666666667,SNIa,Ia,0
,,ZTF,ZTF,"None, ZTF",ZTF,ZTF19aamhhey,567.91,g,17.1462,-19.34,26.37,10.425,15.945,-19.53,0.61,54.94838178,0.03,SN2019bum,,,,,0.045,222.44910000000002,54.813024999999996,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19aamhhgu,567.9,g,17.4964,-18.63,19.34,6.348,12.992,-20.35,1.04,54.33716618,0.03,SN2019bxh,,,,,0.0382,222.97120833333332,55.40761944444444,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aantokv,,,,,,,,,,,,SN2019aamp,,,,,0.404,219.45529166666668,20.30461111111111,SLSN-I,SLSN,3
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19aamhlnl,568.9,g,18.4833,-19.23,25.022,10.086,14.936,-15.50,1.03,48.53532925,0.086,SN2019bye,,,,,0.076,235.845125,15.5297,SNIa,Ia,0
,,ZTF,ZTF,"ePESSTO, ZTF",ePESSTO; ZTF,ZTF19aajwogx,,,,,,,,,,,,SN2019cca,,,,,0.4103,180.71416666666667,-16.663238888888888,SLSN-I,SLSN,3
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF19aamohrk,,,,,,,,,,,,SN2019bvj,,,,,0.03,177.74968750000002,44.55089722222222,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamoidt,,,,,,,,,,,,SN2019bxi,,,,,0.058752,166.6188875,-22.74058888888889,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aamkmxv,573.92,r,16.5433,-17.47,57.248,13.342,43.906,-18.86,0.78,32.04225212,0.137,SN2019bxq,,,,,0.014,254.4937833333333,78.60377222222222,SNIIn,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF18abhhxcp,,,,,,,,,,,,SN2019bvd,,,,,0.06,262.75792499999994,71.86808611111111,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF19aamuxso,,,,,,,,,,,,SN2019ckw,,,,,0.08,232.54530416666665,0.8951888888888888,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS","Padova-Asiago, ASAS-SN, ZTF",ATLAS; ZTF,ZTF19aamkywr,568.94,g,17.0073,-18.86,>21.671,>10.96,10.711,-,-,27.23602201,0.236,SN2019byw,,,,,0.03034,256.28579583333334,7.990569444444445,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","Padova-Asiago, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aamljom,568.93,g,16.1006,-18.74,38.912,10.903,28.009,-18.89,0.82,29.16331278,0.131,SN2019cbc,,,,,0.02,271.5382166666667,65.34636388888889,SNII,II,2
,,ZTF,ZTF,ePESSTO,ZTF,ZTF19aalbzoh,,,,,,,,,,,,SN2019bys,,,,,0.074,267.79045833333333,21.44386111111111,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamhqow,,,,,,,,,,,,SN2019byv,,,,,0.0575,257.152025,21.78108611111111,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aamqlyl,568.81,r,16.6542,-19.01,24.355,7.791,16.564,-17.33,0.52,44.98099973,0.116,SN2019bzl,,,,,0.03,189.29761249999999,-17.757897222222223,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamqlxu,,,,,,,,,,,,SN2019bzk,,,,,0.07,192.50873750000002,-17.65479722222222,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aanbfaw,575.7,g,17.9467,-19.29,27.264,11.311,15.953,-16.29,0.83,34.47461623,0.129,SN2019cae,,,,,0.06,126.26221249999999,41.051575,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18achxcsh,562.7,g,18.5074,-19.11,21.175,3.421,17.754,-21.80,1.11,32.01919574,0.158,SN2019bwh,,,,,0.07,120.69369583333334,62.71521666666667,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF, DAO_OTS",ATLAS; GaiaAlerts; ZTF,ZTF19aampqcq,572.66,g,16.1205,-18.84,26.036,9.823,16.213,-21.49,0.86,20.38840966,0.28,SN2019bwm,,,,,0.0195,102.82683333333333,49.883580555555554,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aamggmk,567.74,r,18.7457,-17.05,30.203,10.608,19.595,-21.29,0.75,50.71293055,0.048,SN2019ccb,,,,,0.032719,154.97284583333334,55.43766944444444,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamqebl,567.73,r,18.6964,-19.37,20.538,8.814,11.724,-21.48,1.13,60.73629241,0.111,SN2019bwr,,,,,0.09,162.72521666666668,17.836269444444444,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamtwwv,,,,,,,,,,,,SN2019csl,,,,,0.0686,171.5498,55.337380555555555,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamooex,567.8,g,18.6817,-19.08,23.645,7.056,16.589,-21.89,0.89,77.50719323,0.038,SN2019ceq,,,,,0.08,197.9710875,38.868988888888886,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamsnhu,,,,,,,,,,,,SN2019cen,,,,,0.1,174.12606666666667,58.89927222222222,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18acerdie,,,,,,,,,,,,SN2019cgj,,,,,0.0846,162.669575,16.260330555555555,SNIa,Ia,0
,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF19aamtima,,,,,,,,,,,,SN2019bxe,,,,,0.046022,47.91979166666667,36.06936944444445,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aalbfga,,,,,,,,,,,,SN2019cht,,,,,0.125,225.27310833333334,50.65618055555555,SNIIn,II,2
,,ZTF,ZTF,ePESSTO,ZTF,ZTF19aamuvak,,,,,,,,,,,,SN2019bzp,,,,,0.136,218.60079166666665,9.979886111111112,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aamvmer,575.99,g,18.6717,-19.29,31.316,10.39,20.926,-21.20,1.17,45.96597463,0.033,SN2019cir,,,,,0.08773,243.42609999999996,47.053752777777774,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aanejfr,575.7,g,17.08,-19.36,23.979,8.037,15.942,-21.20,1.15,28.8794114,0.083,SN2019ces,,,,,0.0428,127.62546666666667,15.811900000000001,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aanhlzn,,,,,,,,,,,,SN2019cet,,,,,0.083,210.02962916666667,16.70261111111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aanbojt,572.7,g,17.453,-19.17,20.98,8.502,12.478,-22.99,1.08,50.14543297,0.025,SN2019cdn,,,,,0.048,152.70675833333334,54.21478888888889,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19aanesgt,587.66,r,18.4521,-20.83,29.479,19.546,9.933,-16.57,0.21,33.43033161,0.146,SN2019cdt,,,,,0.153,124.47470833333333,65.47958888888888,SLSN-I,SLSN,3
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aanfyey,575.73,r,18.5242,-19.38,29.505,7.488,22.017,-20.82,0.92,61.91811629,0.062,SN2019cdz,,,,,0.0849,164.55583333333334,16.892630555555556,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aahtjsc,575.74,r,18.0957,-18.75,>19.975,7.985,>11.99,-21.33,1.07,62.86097161,0.047,SN2019cdd,,,,,0.0529,169.2051541666667,46.91102222222222,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aanfnvl,594.65,r,18.1435,-17.64,>44.471,30.431,>14.04,-22.10,1.27,48.46958764,0.119,SN2019crk,,,,,0.03167,152.6320625,10.04363611111111,SNII,II,2
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS; ZTF,ZTF19aanhdwf,,,,,,,,,,,,SN2019ceb,,,,,0.09,174.6689625,3.6825194444444445,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aamtwiz,,,,,,,,,,,,SN2019cem,,,,,0.04468,199.1512666666667,35.51605,SNII,II,2
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","None, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aanhhal,583.81,r,18.1326,-17.14,63.023,19.785,43.238,-22.31,1.23,60.0499957,0.026,SN2019cec,,,,,0.02597,205.41975000000002,55.66963888888888,SNII,II,2
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19aangier,575.81,g,17.7907,-19.35,25.676,11.266,14.41,-21.25,1.05,64.8893608,0.035,SN2019cea,,,,,0.0604,193.74825,52.230180555555556,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aanhlxe,575.82,g,18.2395,-19.20,30.899,13.328,17.571,-21.19,0.91,76.9793006,0.04,SN2019ced,,,,,0.069,206.66445000000002,23.399444444444445,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aanhlzi,580.82,r,18.0278,-18.91,28.624,15.046,13.578,-21.57,0.74,70.75287081,0.087,SN2019cee,,,,,0.0544,203.03485,10.43818888888889,SNIa,Ia,0
,,"ZTF, GaiaAlerts, Pan-STARRS, ATLAS","ZTF, GaiaAlerts, Pan-STARRS, ATLAS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aaniore,586.85,r,18.4843,-17.15,71.112,18.501,52.611,-22.11,1.22,40.13210061,0.088,SN2019ceg,,,,,0.03,246.9651625,62.69238055555555,SNII,II,2
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ePESSTO+, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aamrais,608.89,r,18.4655,-20.37,>82.897,>40.88,42.017,-20.37,0.71,19.47891579,0.32,SN2019cqc,,,,,0.1173,275.42938333333336,30.99263611111111,SLSN-II,II,2
,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aalbrgu,581.02,r,17.8658,-20.41,>70.86,>13.01,57.85,-21.57,1.16,17.9520937,0.16,SN2019cmv,,,,,0.097,284.4708,45.59000833333334,SLSN-II,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aanmdsr,587.93,r,18.7476,-20.01,32.109,19.471,12.638,-19.08,0.25,35.98546642,0.055,SN2019cng,,,,,0.125,258.03674166666667,55.30681944444444,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aanirdx,580.95,g,18.4854,-19.59,27.722,11.746,15.976,-19.47,0.66,37.88039965,0.044,SN2019cmx,,,,,0.092,253.75240416666668,58.92298888888889,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aanircs,583.91,g,17.8176,-19.32,33.18,11.146,22.034,-18.06,0.48,43.19688869,0.048,SN2019cnb,,,,,0.06,245.98108749999997,53.40345277777778,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS","SCAT, ZTF",ATLAS; ZTF,ZTF19aanjjhk,573.72,g,18.2357,-19.38,34.51,9.945,24.565,-20.70,0.87,30.52668317,0.162,SN2019cew,,,,,0.07,153.77496666666667,-18.719358333333332,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19aanonjt,584.73,g,17.5034,-19.52,26.319,8.721,17.598,-21.08,0.94,29.78574287,0.14,SN2019cpe,,,,,0.054,147.55395833333333,-14.027669444444445,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF19aanjjgr,,,,,,,,,,,,SN2019cev,,,,,0.095,153.49926250000001,-19.58999722222222,SNIa,Ia,0
,,"ZTF, GaiaAlerts, Pan-STARRS, ATLAS","ZTF, GaiaAlerts, Pan-STARRS, ATLAS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aanjlwx,573.72,g,17.6213,-19.22,30.952,10.601,20.351,-,-,36.3882217,0.133,SN2019cex,,,,,0.05,151.06480833333333,-8.036588888888888,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aanovps,584.87,r,18.5628,-17.44,67.62,24.544,43.076,-17.95,0.57,42.05792171,0.12,SN2019cpo,,,,,0.035,237.02540833333336,66.90248611111112,SNII,II,2
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF19aanmclt,572.96,r,18.8579,-17.70,17.354,9.418,7.936,-22.51,1.09,53.60377416,0.131,SN2019cmt,,,,,0.045,227.83851666666666,11.394130555555556,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",SCAT,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF19aanmeyw,577.94,r,18.2983,-18.97,35.402,15.443,19.959,-18.68,0.88,34.17609938,0.225,SN2019cjq,,,,,0.06,244.3646666666667,0.9867194444444444,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aaoaaap,587.69,g,18.6207,-19.69,27.103,11.391,15.712,-15.27,0.15,29.52415205,0.084,SN2019cqz,,,,,0.1,115.50727916666668,73.2606,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF19aanqzhm,581.74,r,18.61,-18.27,16.694,10.937,5.757,-19.02,0.49,37.60543794,0.291,SN2019cqw,,,,,0.049,136.5680625,67.51391111111111,SNIIn,II,2
,,"ZTF, GaiaAlerts, Pan-STARRS","ZTF, GaiaAlerts, Pan-STARRS",ZTF,GaiaAlerts; Pan-STARRS; ZTF,ZTF19aanramr,586.7,r,17.6137,-18.89,24.512,10.321,14.191,-20.25,1.06,56.12622546,0.047,SN2019cmj,,,,,0.04529,156.20708333333334,44.03513888888889,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aanetjx,580.7,g,17.9929,-18.90,20.774,8.954,11.82,-20.91,0.86,60.02841327,0.065,SN2019crd,,,,,0.0531,159.29310416666667,25.903563888888886,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aaneugz,574.71,r,17.915,-19.03,20.338,3.92,16.418,-21.68,0.97,56.72767064,0.081,SN2019cre,,,,,0.0545,158.0051083333333,18.16062222222222,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS","SCAT, ZTF",ATLAS; ZTF,ZTF19aanfqug,591.69,g,18.9417,-17.68,>38.537,21.507,>17.03,-13.91,-0.27,47.30421141,0.104,SN2019ctt,,,,,0.046,150.1761875,12.039816666666667,SNIIn,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF19aanfzox,,,,,,,,,,,,SN2019ctu,,,,,0.095,160.16074166666667,12.219527777777778,SNIa,Ia,0
,,ZTF,ZTF,,ZTF,ZTF19aantarc,586.77,g,18.8795,-19.40,23.882,11.835,12.047,-15.25,0.16,76.99835595,0.077,SN2019crb,,,,,0.099,204.95894583333333,20.29985277777778,SNIa,Ia,0
