
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,hostabs,hostcol,b,A_V
ZTF20abfqghm,AT2020nga,15:01:45.04,+48:27:29.3,1031.71,g,18.7647,-,20.154,11.349,8.805,-,-,-,-,56.99652384,0.058
ZTF20abgauki,AT2020njf,16:02:09.75,+64:17:32.5,1029.77,g,18.9775,-,16.4,8.433,7.967,-,-,-,-,42.12642033,0.056
ZTF20abgbvrf,AT2020mxq,22:40:05.20,-06:01:33.8,1027.98,r,18.8426,-,>50.819,>9.09,41.729,-,-,-,-,-52.32705937,0.108
ZTF20abgsjrt,AT2020aagk,19:25:23.73,-09:21:20.0,1032.83,r,18.9105,-,>24.283,13.343,>10.94,-,-,-,-,-11.75699993,0.688
ZTF20abgyygc,AT2020ndy,16:31:44.91,+12:06:15.4,1024.79,g,18.9706,-,17.587,2.267,15.32,-,-,-,-,36.42553189,0.156
ZTF20abhtzig,AT2020nxo,23:31:47.52,-03:56:52.4,1033.86,r,18.8951,-,>23.981,>8.88,15.101,-,-,-,-,-60.01913774,0.123
ZTF20abhziqt,AT2020oib,20:16:27.05,+19:10:05.7,1037.87,r,18.9659,-,25.511,11.138,14.373,-,-,-,-,-8.91708927,0.598
ZTF20abimuaw,AT2020nrv,16:32:58.68,+53:54:36.2,1026.78,r,18.7993,-,19.235,1.23,18.005,-,-,-,-,41.7810034,0.042
ZTF20abiserv,AT2020oax,01:08:58.68,+19:18:38.5,1039.96,r,18.8042,-,>45.652,>12.99,32.662,-,-,-,-,-43.36691928,0.108
ZTF20abisgvs,AT2020ntm,00:19:26.41,+32:56:23.4,1042.98,r,18.9235,-,23.925,13.953,9.972,-,-,-,-,-29.45246227,0.138
ZTF20abivhxo,AT2020nrz,22:19:24.19,-11:00:27.8,1042.96,r,18.9384,-,29.053,16.089,12.964,-,-,-,-,-50.84133266,0.123
ZTF20abizigt,AT2020nqt,23:36:46.89,+24:39:03.8,1037.96,r,18.9486,-,20.563,8.578,11.985,-,-,-,-,-35.18031738,0.171
ZTF20abjddfe,AT2020ocj,17:12:01.91,+20:30:11.3,1041.75,r,18.9781,-,20.629,9.864,10.765,-,-,-,-,30.66732708,0.193
ZTF20abjgcwc,AT2020ojd,03:25:48.05,+41:49:42.8,1061.94,r,18.8619,-,>41.756,>13,28.756,-,-,-,-,-12.37137961,0.647
ZTF20abjksgj,AT2020odi,21:46:38.81,+20:41:35.2,1044.84,g,18.8234,-,24.47,8.714,15.756,-,-,-,-,-24.52903606,0.352
ZTF20abjmpqs,AT2020nxb,23:44:13.19,+00:48:19.3,1042.96,r,18.5357,-,22.414,12.917,9.497,-,-,-,-,-57.72431745,0.074
ZTF20abjmsmt,AT2020oav,22:07:33.22,+01:33:45.6,1045.86,r,18.8777,-,24.003,11.973,12.03,-,-,-,-,-41.24591531,0.116
ZTF20abjtcwp,AT2020ntr,00:59:44.75,+15:26:55.7,1038.98,g,18.8544,-,>18.055,>2.1,15.955,-,-,-,-,-47.37515363,0.262
ZTF20abjwnqf,AT2020ofo,16:00:22.45,+10:23:00.1,1041.73,r,18.9554,-,19.351,8.101,11.25,-,-,-,-,42.57804401,0.155
ZTF20abjwntl,AT2020ofm,15:43:57.13,+00:58:39.8,1041.71,g,18.878,-,>14.709,4.749,>9.96,-,-,-,-,41.08811754,0.248
ZTF20abkcrqr,AT2020opx,23:57:26.45,+09:09:17.4,1049.92,r,18.7543,-,33.949,10.651,23.298,-,-,-,-,-51.42818689,0.211
ZTF20abkljlp,AT2020opz,17:59:33.81,+31:54:42.2,1050.86,g,18.992,-,25.026,8.567,16.459,-,-,-,-,24.24145723,0.122
ZTF20abkqatx,AT2021xfc,15:07:48.59,+68:53:49.1,1460.68,g,18.9281,-,>14.949,4.969,>9.98,-,-,-,-,43.69094537,0.057
ZTF20abkqmeq,AT2021ywv,15:24:57.99,+76:58:42.1,1480.68,r,18.6746,-,>20.458,12.478,>7.98,-,-,-,-,36.97415514,0.117
ZTF20abligvh,AT2020ovp,19:33:34.52,-08:33:11.6,1055.81,r,18.7985,-,24.784,9.798,14.986,-,-,-,-,-13.22162471,0.772
ZTF20abmckts,AT2020ppo,00:04:38.75,+25:40:30.8,1057.00,r,18.8625,-,16.011,9.342,6.669,-,-,-,-,-36.00731562,0.093
ZTF20abmcxaf,AT2020nmz,00:03:16.70,-13:55:31.5,1130.75,r,18.6709,-,104.41,48.535,55.875,-,-,-,-,-72.66240002,0.107
ZTF20abmkwxg,AT2020poq,01:52:36.77,+10:30:32.0,1142.79,r,18.9702,-,>199.618,85.738,>113.88,-,-,-,-,-49.54393713,0.288
ZTF20abmoguq,AT2020qhc,17:23:43.27,+25:08:42.9,1057.77,g,18.7358,-,23.204,5.914,17.29,-,-,-,-,29.64554226,0.155
ZTF20abndwkw,AT2020sxy,20:23:41.84,-06:13:20.4,1114.78,r,18.9609,-,31.375,13.568,17.807,-,-,-,-,-23.33088999,0.155
ZTF20abngdmv,AT2020qcm,01:33:36.53,+02:15:19.8,1062.98,r,18.9342,-,21.683,12.764,8.919,-,-,-,-,-58.90802557,0.061
ZTF20aboueja,AT2020qia,17:45:39.31,+18:44:41.1,1066.80,g,18.945,-,23.163,8.248,14.915,-,-,-,-,22.65178094,0.216
ZTF20abougmo,AT2020qhv,17:56:02.99,+49:01:37.5,1065.85,r,18.9459,-,20.5,12.211,8.289,-,-,-,-,28.94332773,0.104
ZTF20abowque,AT2020qhs,02:17:53.95,-09:36:50.9,1076.98,g,18.9142,-,>80.446,>20.04,60.406,-,-,-,-,-63.1175964,0.059
ZTF20abqjcsx,AT2020qwl,18:11:52.98,+69:31:32.8,1074.80,r,18.7696,-,20.98,5.633,15.347,-,-,-,-,28.727466,0.1
ZTF20abrgzfn,AT2020rmn,20:59:01.80,+18:46:15.6,1094.82,r,18.8366,-,37.425,18.995,18.43,-,-,-,-,-17.36954767,0.362
ZTF20absgwch,AT2020rjd,23:58:58.49,+03:44:25.6,1088.90,r,18.6584,-,32.266,13.34,18.926,-,-,-,-,-56.63435664,0.097
ZTF20abswlts,AT2020abek,01:49:33.28,+29:01:57.4,1090.89,g,18.9209,-,26.96,10.949,16.011,-,-,-,-,-32.13912632,0.168
ZTF20abuvuel,AT2020rsk,21:00:51.28,+01:04:58.1,1095.87,r,18.7347,-,>33.843,14.933,>18.91,-,-,-,-,-27.87695572,0.242
ZTF20abvadds,AT2020rwq,02:37:49.15,-14:52:22.3,1093.90,g,18.7739,-,>22.686,>8.92,13.766,-,-,-,-,-62.39920898,0.061
ZTF20abvyiwh,AT2020rwu,02:06:21.11,-14:26:24.6,1099.90,g,18.7833,-,27.428,11.551,15.877,-,-,-,-,-68.42628139,0.062
ZTF20abwvqjk,AT2020skz,20:30:34.25,+03:44:56.0,1094.71,g,18.7638,-,19.917,6.946,12.971,-,-,-,-,-20.02661681,0.316
ZTF20abwvswy,AT2020sca,22:33:15.76,+34:00:42.1,1097.85,g,18.9362,-,23.969,6.731,17.238,-,-,-,-,-20.64664513,0.211
ZTF20abxcnlf,AT2020sdc,22:40:34.26,+40:18:57.1,1097.80,r,18.646,-,31.192,9.31,21.882,-,-,-,-,-16.01703544,0.506
ZTF20abyjanf,AT2020sob,18:30:22.76,+59:41:11.8,1108.76,g,18.8952,-,26.349,11.635,14.714,-,-,-,-,25.77644099,0.116
ZTF20abyvbcu,AT2020stm,21:32:31.87,-08:29:00.2,1114.78,r,18.9924,-,43.36,29.778,13.582,-,-,-,-,-39.51580462,0.101
ZTF20abyxewf,AT2020tas,00:00:46.33,-25:15:13.0,1111.91,r,18.8433,-,>25.925,>12.07,13.855,-,-,-,-,-78.48590451,0.054
ZTF20abyzdsb,AT2020tcr,18:06:49.26,+61:47:57.7,1116.70,r,18.978,-,26.232,12.161,14.071,-,-,-,-,28.89594925,0.094
ZTF20abyzegc,AT2020tcs,18:38:46.83,+65:08:23.3,1110.74,r,18.795,-,25.649,9.609,16.04,-,-,-,-,25.74626156,0.129
ZTF20abzcfqn,AT2020tfn,01:20:56.76,+19:39:15.2,1117.80,g,18.2471,-,21.021,9.03,11.991,-,-,-,-,-42.67443299,0.15
ZTF20abzcmeh,AT2020tfs,02:07:34.55,+38:22:05.8,1115.88,r,18.9994,-,22.791,8.869,13.922,-,-,-,-,-22.12282597,0.125
ZTF20abzesvm,AT2020tfu,05:12:02.04,-01:44:39.4,1124.88,r,18.8839,-,>72.374,>29.94,42.434,-,-,-,-,-22.81346889,0.321
ZTF20abzeynv,AT2020tfj,03:25:02.49,+25:42:24.8,1114.98,r,18.7311,-,25.101,12.04,13.061,-,-,-,-,-25.50848254,0.384
ZTF20abzhkfs,AT2020spr,22:43:08.20,-23:43:11.2,1107.77,r,18.8737,-,>69.537,>11.98,57.557,-,-,-,-,-60.909334,0.069
ZTF20abzpxjv,AT2020tlc,05:43:17.43,+63:29:07.5,1122.99,r,18.8679,-,41.055,24.233,16.822,-,-,-,-,16.95488575,0.439
ZTF20abztkiv,AT2020tlv,04:58:09.79,+03:58:34.8,1117.92,r,18.8654,-,25.953,9.819,16.134,-,-,-,-,-22.92665189,0.174
ZTF20abzuhfn,AT2020ubs,06:45:40.76,+59:35:19.0,1125.99,r,18.809,-,26.911,16.976,9.935,-,-,-,-,22.45322255,0.173
ZTF20acaazkt,AT2020vdq,10:08:53.45,+42:43:00.3,2081.72,g,16.8808,-,14.282,6.211,8.071,-,-,-,-,53.66189247,0.048
ZTF20acasmjl,AT2020acuq,01:33:11.86,+34:02:24.6,1204.68,r,18.9947,-,23.642,8.973,14.669,-,-,-,-,-28.03599672,0.12
ZTF20acaxbqi,AT2020tyj,03:07:24.60,+05:46:56.5,1125.82,r,18.9016,-,22.922,12.355,10.567,-,-,-,-,-43.48765833,0.584
ZTF20acazpve,AT2020aabu,19:40:10.69,+00:00:57.9,1111.73,r,18.8553,-,>48.46,22.57,>25.89,-,-,-,-,-10.81973791,0.849
ZTF20acbgacu,AT2020tth,03:51:31.18,+21:34:09.2,1124.83,r,18.9376,-,19.981,10.454,9.527,-,-,-,-,-24.67093692,0.487
ZTF20acdmcgv,AT2020umx,19:36:07.39,+42:03:32.0,1125.62,r,18.8951,-,25.945,8.007,17.938,-,-,-,-,10.22077274,0.383
ZTF20acdmckz,AT2020ucb,20:05:12.83,+58:36:01.9,1122.71,r,18.961,-,17.713,5.355,12.358,-,-,-,-,14.03475343,0.509
ZTF20acdreek,AT2020ufz,00:23:00.62,+10:57:47.5,1128.76,r,18.7793,-,24.758,8.721,16.037,-,-,-,-,-51.28928419,0.213
ZTF20aceekkd,AT2020uzs,23:06:26.06,-04:14:47.4,1128.78,g,18.8973,-,>17.551,5.641,>11.91,-,-,-,-,-56.07531811,0.138
ZTF20acfmxbj,AT2020wea,10:13:52.33,+33:54:58.1,1137.02,r,18.6807,-,22.713,0.492,22.221,-,-,-,-,55.6098631,0.044
ZTF20acfqeve,AT2020uzy,02:12:37.68,+03:41:05.5,1157.93,r,18.959,-,97.636,36.337,61.299,-,-,-,-,-53.48406962,0.11
ZTF20acftrfi,AT2020upg,20:57:56.23,+25:35:03.9,1131.73,r,18.9123,-,30.131,10.889,19.242,-,-,-,-,-12.94396681,0.567
ZTF20acgkbkm,AT2020urg,09:54:06.47,+48:53:21.0,1138.01,r,18.4986,-,40.762,12.77,27.992,-,-,-,-,49.65287193,0.026
ZTF20acglhmi,AT2020usb,21:05:10.27,-09:32:41.6,1125.77,r,18.8811,-,26.434,8.525,17.909,-,-,-,-,-33.99874336,0.313
ZTF20acglhmw,AT2020usu,20:49:36.41,-11:25:34.9,1131.67,g,18.8663,-,23.241,11.268,11.973,-,-,-,-,-31.36291675,0.15
ZTF20acgprxo,AT2020vcd,01:42:57.00,-16:26:43.6,1130.86,g,18.9347,-,37.464,5.932,31.532,-,-,-,-,-73.98682992,0.053
ZTF20acgqovm,AT2020uys,01:25:34.42,-18:21:50.7,1134.79,g,18.7903,-,30.886,10.273,20.613,-,-,-,-,-78.22930308,0.055
ZTF20acgywfp,AT2020vbd,21:26:43.63,-00:32:38.0,1151.61,r,18.8466,-,>57.347,24.307,>33.04,-,-,-,-,-34.21098938,0.122
ZTF20acgzjmh,AT2020uyb,21:36:24.65,-16:46:52.0,1130.77,r,18.4442,-,15.777,7.885,7.892,-,-,-,-,-43.89928915,0.135
ZTF20achdusl,AT2020wew,09:32:57.72,+70:50:17.1,1139.99,r,18.8369,-,28.769,11.793,16.976,-,-,-,-,38.31483154,0.301
ZTF20achjfcb,AT2020vbc,20:36:07.37,-02:06:55.5,1139.75,r,18.7209,-,20.16,7.647,12.513,-,-,-,-,-24.1480829,0.345
ZTF20achmjjk,AT2020vje,01:06:50.87,+06:48:03.3,1149.91,g,18.1663,-,23.261,15.283,7.978,-,-,-,-,-55.86624972,0.102
ZTF20achnjnz,AT2020veu,03:42:26.39,-17:26:55.9,1141.86,r,18.9924,-,43.774,17.65,26.124,-,-,-,-,-49.48093246,0.3
ZTF20achtisx,AT2020vcl,01:15:51.55,-13:00:26.7,1138.75,g,18.9632,-,38.629,11.05,27.579,-,-,-,-,-74.76692462,0.06
ZTF20achvlbs,AT2020wgz,08:57:33.26,+62:34:00.0,1139.91,g,18.8602,-,24.724,7.905,16.819,-,-,-,-,38.25244506,0.193
ZTF20achvmpf,AT2020vez,08:59:33.69,+12:29:21.8,1144.01,g,18.8637,-,>61.518,>17.02,44.498,-,-,-,-,34.01914006,0.084
ZTF20acigqfi,AT2020vzs,21:47:03.28,-17:51:18.5,1152.69,r,18.5592,-,32.106,19.194,12.912,-,-,-,-,-46.65635645,0.128
ZTF20aciuakq,AT2020wtn,10:48:06.08,+75:47:56.3,1144.94,r,18.7477,-,30.204,15.15,15.054,-,-,-,-,39.01518304,0.178
ZTF20aciuapp,SN2020why,08:16:47.54,-09:19:39.6,1157.96,r,18.9093,-,>46.618,>21.94,24.678,-,-,-19.02,0.37,14.22081013,0.259
ZTF20aciwhcb,AT2020wpd,21:41:51.72,-13:38:17.5,1150.72,r,18.9889,-,31.213,13.108,18.105,-,-,-,-,-43.86865062,0.128
ZTF20acizlhn,AT2020wod,23:34:12.54,+07:20:41.4,1144.67,g,18.9797,-,>15.201,4.201,>11,-,-,-,-,-50.7821943,0.239
ZTF20acjzipj,AT2020xqn,17:24:34.60,+64:11:58.7,1149.59,r,18.8002,-,>22.987,7.947,>15.04,-,-,-,-,33.6316318,0.094
ZTF20ackacxm,AT2020xkh,19:55:55.19,-10:49:46.9,1141.69,g,18.8771,-,13.698,2.029,11.669,-,-,-,-,-19.17072602,0.513
ZTF20ackhlcw,AT2020xsb,09:32:37.30,+61:28:18.2,1154.02,g,18.7858,-,21.257,11.517,9.74,-,-,-,-,42.49425498,0.101
ZTF20aclggxd,AT2020xlp,08:26:03.57,+25:35:39.1,1151.97,g,18.9792,-,23.718,9.203,14.515,-,-,-,-,31.26778387,0.186
ZTF20aclkhnm,AT2020xql,02:21:42.64,-25:55:44.2,1165.81,r,18.3512,-,>27.358,18.398,>8.96,-,-,-,-,-69.79938268,0.037
ZTF20acllvho,AT2020xvs,04:40:35.10,-09:58:12.5,1155.88,g,18.8085,-,19.537,9.559,9.978,-,-,-,-,-33.54988341,0.222
ZTF20aclmssm,AT2020yhe,11:02:13.09,+68:32:58.4,1152.95,r,18.8316,-,19.5,8.139,11.361,-,-,-,-,45.52872105,0.052
ZTF20aclnpgu,AT2020yrz,11:17:28.47,+23:41:05.2,1158.01,g,18.7921,-,29.913,14.019,15.894,-,-,-,-,68.53619641,0.044
ZTF20acmmfau,AT2020xzg,00:15:06.24,-24:41:39.6,1151.69,g,18.7283,-,19.278,7.96,11.318,-,-,-,-,-81.47743065,0.061
ZTF20acmydwh,AT2020yhl,22:37:22.68,-02:04:50.4,1158.67,g,18.8539,-,30.556,12.221,18.335,-,-,-,-,-49.29560698,0.146
ZTF20acnwjqa,AT2020yhm,19:26:09.81,+82:33:28.3,1167.73,r,18.5593,-,36.834,15.938,20.896,-,-,-,-,25.76908186,0.181
ZTF20acoklnd,AT2020yms,12:01:11.39,+34:35:37.2,1165.98,r,18.5963,-,>22.524,>11.98,10.544,-,-,-,-,76.90224708,0.049
ZTF20acoukep,AT2020ywg,08:48:44.94,+39:36:30.9,1165.95,g,18.8176,-,21.624,11.052,10.572,-,-,-,-,38.79597637,0.079
ZTF20acovvfy,AT2020yvf,03:10:55.03,-12:34:10.0,1165.81,g,18.807,-,27.126,8.798,18.328,-,-,-,-,-54.28451935,0.13
ZTF20acowpad,AT2020zgt,06:10:36.34,-16:08:21.6,1165.90,r,18.2769,-,15.583,9.571,6.012,-,-,-,-,-16.1565348,0.574
ZTF20acowsyj,AT2020yuy,08:39:58.34,+29:13:57.4,1168.95,r,18.7561,-,33.368,14.208,19.16,-,-,-,-,35.23175437,0.14
ZTF20acowutp,AT2020yup,11:00:27.63,+13:04:12.8,1166.02,g,18.7976,-,24.924,10.508,14.416,-,-,-,-,60.50307814,0.04
ZTF20acoyrlm,AT2020yym,01:53:37.55,-07:35:58.0,1167.74,r,18.918,-,>20.272,9.422,>10.85,-,-,-,-,-65.53242349,0.058
ZTF20acpctbg,AT2020zbe,00:50:50.42,-18:20:59.2,1167.75,g,18.8155,-,>14.467,7.597,>6.87,-,-,-,-,-81.22043614,0.062
ZTF20acpevlh,AT2020zcj,09:14:38.42,+47:07:09.5,1168.93,r,18.9531,-,26.524,8.189,18.335,-,-,-,-,43.50333091,0.047
ZTF20acpeyoo,AT2020yyq,09:36:28.94,+47:54:53.3,1169.02,g,17.879,-,20.785,7.773,13.012,-,-,-,-,47.03719201,0.043
ZTF20acpgpen,AT2020yzc,09:15:06.34,-15:37:56.6,1169.98,g,18.9087,-,>31.94,>18.94,>13,-,-,-,-,22.32711152,0.116
ZTF20acphvjk,AT2020zcv,06:53:09.33,+49:26:20.0,1170.01,r,18.8572,-,30.75,10.901,19.849,-,-,-,-,20.53355325,0.233
ZTF20acpjswl,AT2020zwc,23:09:57.37,+35:33:33.7,1178.73,r,18.978,-,38.02,19.231,18.789,-,-,-,-,-22.89308196,0.227
ZTF20acpkefi,AT2020zfi,23:27:11.37,+41:36:28.6,1184.77,r,18.7306,-,40.896,22.969,17.927,-,-,-,-,-18.55425923,0.369
ZTF20acpkuvc,AT2020zbi,00:52:40.88,-23:09:38.9,1171.73,g,18.8251,-,32.797,14.582,18.215,-,-,-,-,-86.02264075,0.043
ZTF20acpocys,AT2020zju,10:39:05.06,+60:49:12.5,1177.04,r,18.799,-,>20.053,11.113,>8.94,-,-,-,-,49.61124726,0.018
ZTF20acppchi,AT2020zgm,21:45:04.94,-07:24:27.1,1172.65,r,18.9448,-,>29.953,14.003,>15.95,-,-,-,-,-41.70591888,0.114
ZTF20acppzah,AT2020zwh,01:02:49.48,-08:21:00.4,1176.73,g,18.9097,-,19.929,9.779,10.15,-,-,-,-,-71.0294106,0.165
ZTF20acprazr,AT2020zhz,23:32:38.02,-07:09:42.2,1173.65,g,18.5811,-,>33.932,7.952,>25.98,-,-,-,-,-62.64819209,0.088
ZTF20acptvww,AT2020zwj,04:14:25.36,-03:16:07.9,1175.89,g,18.7461,-,29.537,17.893,11.644,-,-,-,-,-36.03151167,0.118
ZTF20acpwlvw,SN2020zjx,08:23:24.60,-04:14:38.8,1177.03,r,18.6645,-,26.13,10.962,15.168,-,-,-21.76,0.80,18.23694837,0.108
ZTF20acpxuvg,AT2020zkp,11:24:05.59,+34:33:26.0,1178.03,g,18.8061,-,28.02,11.978,16.042,-,-,-,-,69.88717261,0.058
ZTF20acpypow,AT2020aadp,09:05:30.38,+06:18:48.1,1175.03,g,18.9845,-,>19.42,8.46,>10.96,-,-,-,-,32.58849826,0.131
ZTF20acpziet,AT2020zlk,11:45:51.72,+58:33:50.8,1173.97,g,18.821,-,>14.908,5.828,>9.08,-,-,-,-,56.54862084,0.041
ZTF20acqldir,AT2020zqh,02:08:48.60,+45:24:23.0,1173.74,r,18.8405,-,23.515,5.943,17.572,-,-,-,-,-15.35841889,0.254
ZTF20acqpxdc,AT2020aafg,01:07:31.95,-18:17:31.4,1182.62,r,18.6134,-,22.536,12.081,10.455,-,-,-,-,-80.41809289,0.046
ZTF20acqpzbo,AT2020ztk,01:57:26.77,+08:54:59.4,1182.87,r,18.8545,-,26.721,12.684,14.037,-,-,-,-,-50.56451337,0.147
ZTF20acqrahz,AT2020zxn,02:45:48.38,+00:38:18.2,1178.68,g,18.9297,-,25.684,8.626,17.058,-,-,-,-,-50.92518147,0.088
ZTF20acqvqhv,AT2020abdh,12:27:20.47,+55:24:17.8,1183.06,g,18.6516,-,25.541,13.584,11.957,-,-,-,-,61.38776725,0.041
ZTF20acrjied,AT2020aafa,11:42:54.25,+16:33:49.9,1182.03,g,18.9955,-,24.481,9.916,14.565,-,-,-,-,70.94253039,0.073
ZTF20acrjjse,AT2020aaru,11:13:16.84,-06:09:08.6,1180.98,g,18.5907,-,27.317,9.279,18.038,-,-,-,-,49.11881488,0.099
ZTF20acrmolb,AT2020abda,00:03:45.44,+10:18:14.2,1184.62,r,18.9319,-,21.912,10.905,11.007,-,-,-,-,-50.82226355,0.292
ZTF20acrsbye,AT2020abbk,12:37:35.66,+04:18:59.1,1189.04,g,18.9289,-,>22.69,>11.01,11.68,-,-,-,-,66.950023,0.087
ZTF20acruwdk,AT2021xyz,01:38:18.15,-14:12:49.4,1462.96,g,18.9371,-,>17.196,7.216,>9.98,-,-,-,-,-73.08352843,0.049
ZTF20acrwxgr,AT2020aahd,01:38:00.87,+05:57:14.4,1182.86,r,18.6998,-,27.701,10.184,17.517,-,-,-,-,-55.05174472,0.148
ZTF20acryhzw,AT2020aaxq,01:39:33.41,+34:47:29.8,1182.86,r,18.9196,-,21.472,6.411,15.061,-,-,-,-,-27.04266324,0.121
ZTF20acrzuko,SN2020aase,02:27:29.45,-16:51:49.8,1184.71,g,18.5364,-,22.147,7.126,15.021,-,-,-19.20,0.92,-65.54428503,0.055
ZTF20acsebtw,AT2020aazc,08:34:05.74,+22:27:18.4,1182.02,g,18.5265,-,24.785,6.873,17.912,-,-,-,-,32.0322456,0.102
ZTF20acseuvr,AT2020abdd,09:21:17.80,+50:04:48.0,1192.91,g,18.5751,-,27.883,15.85,12.033,-,-,-,-,44.19565056,0.041
ZTF20acsfcph,AT2020aatw,11:39:26.46,+00:05:23.2,1187.99,r,18.9471,-,>24.412,>14,10.412,-,-,-,-,57.90258889,0.065
ZTF20actdhix,AT2020aapx,02:13:05.03,-24:35:52.1,1184.77,r,18.8379,-,>21.06,10.12,>10.94,-,-,-,-,-71.48052977,0.045
ZTF20actgrnu,AT2020abnp,06:50:22.43,-20:30:42.0,1182.92,r,18.6996,-,19.527,7.042,12.485,-,-,-,-,-9.41866052,0.868
ZTF20actlsch,AT2020aavw,21:51:51.25,+09:01:10.7,1187.68,r,18.9987,-,>25.294,13.364,>11.93,-,-,-,-,-33.44765246,0.137
ZTF20actoabw,AT2020abbj,12:34:57.52,+02:51:24.2,1189.01,r,18.9042,-,>23.903,>7.95,15.953,-,-,-,-,65.41023499,0.061
ZTF20actoank,AT2020aawg,12:16:26.27,+20:33:45.3,1185.04,g,18.6883,-,24.052,5.08,18.972,-,-,-,-,79.65461827,0.073
ZTF20actowxb,AT2020abgs,22:54:00.74,+39:08:47.8,1186.62,r,18.9935,-,21.735,8.682,13.053,-,-,-,-,-18.28320245,0.417
ZTF20actquxk,AT2020aaxt,14:13:01.06,+46:50:11.6,1187.03,g,18.5198,-,>17.029,>8.02,9.009,-,-,-,-,64.58955784,0.026
ZTF20actrakc,AT2020abbd,07:27:09.67,+23:40:25.6,1184.96,r,18.7381,-,27.42,6.542,20.878,-,-,-,-,18.03689177,0.145
ZTF20actrjdy,AT2020aazw,21:20:26.65,+36:10:17.0,1187.66,r,18.8396,-,>20.853,5.853,>15,-,-,-,-,-9.5415439,0.436
ZTF20acuasvx,AT2020abff,01:05:39.71,-00:52:29.6,1190.65,r,18.9483,-,>32.258,12.238,>20.02,-,-,-,-,-63.52554707,0.104
ZTF20acudclc,AT2020abch,09:00:37.56,+29:55:08.2,1196.99,r,18.7522,-,31.955,11.091,20.864,-,-,-,-,39.76119563,0.071
ZTF20acufbmq,AT2020ablr,00:08:22.40,+33:05:20.4,1197.64,g,18.6891,-,22.046,14.99,7.056,-,-,-,-,-28.91983009,0.125
ZTF20acufbnv,AT2020abdo,00:10:38.55,+33:29:05.9,1193.63,r,18.7891,-,28.697,10.991,17.706,-,-,-,-,-28.61827668,0.105
ZTF20acufkdp,AT2020abpo,02:04:05.70,-05:32:54.1,1188.74,r,18.7416,-,19.473,9.88,9.593,-,-,-,-,-62.34544093,0.065
ZTF20acuiktl,AT2020abdp,09:39:12.76,-05:54:57.4,1194.98,r,18.9292,-,>20.383,11.473,>8.91,-,-,-,-,33.00429312,0.075
ZTF20acuiuke,AT2020abji,00:58:27.54,+05:45:42.3,1189.65,g,18.9704,-,>35.609,14.589,>21.02,-,-,-,-,-57.06608022,0.102
ZTF20acungqk,AT2020abys,01:39:56.93,+43:47:02.8,1194.65,r,18.6618,-,29.571,11.729,17.842,-,-,-,-,-18.22033356,0.196
ZTF20acunxkg,AT2020abkg,09:30:55.51,+61:39:34.0,1187.97,r,18.9067,-,30.617,4.951,25.666,-,-,-,-,42.23528297,0.095
ZTF20acuoatt,AT2020abhk,08:58:16.60,-05:48:55.1,1188.88,r,18.909,-,32.686,5.646,27.04,-,-,-,-,24.78298783,0.064
ZTF20acuobqz,AT2020abhq,12:34:45.48,+66:29:56.1,1190.00,g,18.9943,-,31.651,7.909,23.742,-,-,-,-,50.54467838,0.04
ZTF20acuosiq,AT2020abhz,11:40:30.32,+01:22:57.8,1194.02,r,18.8785,-,21.848,11.864,9.984,-,-,-,-,59.14375167,0.062
ZTF20acuosjp,AT2020abil,11:53:14.28,-01:42:53.4,1190.01,g,18.5893,-,18.639,5.192,13.447,-,-,-,-,57.93142043,0.067
ZTF20acuqyea,AT2020acbf,04:44:01.48,-18:09:23.6,1198.74,r,18.9196,-,>14.914,7.894,>7.02,-,-,-,-,-36.04313401,0.119
ZTF20acusgtg,AT2020abjt,10:17:00.23,-10:47:17.8,1194.02,r,18.781,-,>18.326,13.326,>5,-,-,-,-,36.71372151,0.159
ZTF20acuxfhx,AT2020abuq,22:26:20.78,+24:49:36.7,1202.68,g,18.8154,-,26.576,10.609,15.967,-,-,-,-,-27.37060636,0.15
ZTF20acuzoei,AT2020abxj,05:03:11.02,-03:16:15.9,1198.79,r,18.9616,-,32.743,14.821,17.922,-,-,-,-,-25.48554684,0.152
ZTF20acvblkk,AT2020abpw,23:18:57.34,+33:46:50.5,1204.63,r,18.665,-,27.886,15.27,12.616,-,-,-,-,-25.26354478,0.211
ZTF20acvczmt,AT2020abvo,07:18:35.61,+35:42:12.2,1190.87,g,18.9567,-,16.673,7.728,8.945,-,-,-,-,20.58165891,0.142
ZTF20acvexen,AT2020abrr,13:01:47.43,+32:36:06.0,1196.01,r,18.9733,-,34.225,10.58,23.645,-,-,-,-,84.08506089,0.028
ZTF20acvezck,AT2020abqp,13:53:46.23,+17:57:34.7,1196.04,g,18.7669,-,>35.527,>11.02,24.507,-,-,-,-,72.96049661,0.047
ZTF20acvfcef,AT2020absg,14:48:01.35,+12:42:32.8,1195.06,r,18.7002,-,78.397,6.007,72.39,-,-,-,-,59.15647369,0.063
ZTF20acvkwkt,AT2020abvf,14:29:43.75,+30:37:17.2,1200.98,g,18.6408,-,32.181,13.745,18.436,-,-,-,-,68.24532966,0.054
ZTF20acvmzfv,SN2020abxc,01:00:34.04,-08:07:00.7,1199.65,r,18.0927,-,20.904,6.436,14.468,-,-,-16.56,1.03,-70.86602569,0.255
